['LFXS26973', 'LFXC22526', 'LFXS28968', 'LMXS28626', 'LMXS28636', 'LFXS26566', 'LFXS28566']
REFRIGERATOR 	 OPERATION.Before_Use.Checklist 	 Clean the refrigerator
['Open the doors completely and remove the contents of the Door-in-Door case. Lift up and pull out the Door-in-Door case.', 'The Door-in-Door feature is only available on some models.', 'Pull out the crisper to full extension, lift the front up, and pull straight out.', 'Lift the front of the cover up with both hands until it detaches from the back wall of the cabinet, then pull it out.', 'To reassemble, insert the cover into the refrigerator with both hands and lower it onto the guides.', 'Slightly tilt up the front, insert the crisper into the frame and push it back into place.', 'Line up the tabs on the Door-in-Door case with the slots on the door and push down until it snaps into place.', 'The Door-in-Door feature is only available on some models.'] 	 talks_about 	 Slightly tilt up the front, insert the crisper into the frame and push the crisper back into place.
['Open the doors completely and remove the contents of the Door-in-Door case. Lift up and pull out the Door-in-Door case.', 'The Door-in-Door feature is only available on some models.', 'Pull out the crisper to full extension, lift the front up, and pull straight out.', 'Lift the front of the cover up with both hands until it detaches from the back wall of the cabinet, then pull it out.', 'To reassemble, insert the cover into the refrigerator with both hands and lower it onto the guides.', 'Slightly tilt up the front, insert the crisper into the frame and push it back into place.', 'Line up the tabs on the Door-in-Door case with the slots on the door and push down until it snaps into place.', 'The Door-in-Door feature is only available on some models.'] 	 talks_about 	 Line up the tabs on the Door-in-Door case with the slots on the door and push down until the Door-in-Door case snaps into place.
Lift the front of the cover up with both hands until the front of the cover detaches from the back wall of the cabinet, then pull the front of the cover out. 	 talks_about 	 the front of the cover detaches from the back wall of the cabinet
Lift the front of the cover up with both hands until the front of the cover detaches from the back wall of the cabinet, then pull the front of the cover out. 	 talks_about 	 Lift the front of the cover up with both hands, then pull the front of the cover out
Lift the front of the cover up with both hands , then pull the front of the cover out 	 succeded_by 	 the front of the cover detaches from the back wall of the cabinet
the front of the cover detaches from the back wall of the cabinet 	 preceded_by 	 Lift the front of the cover up with both hands , then pull the front of the cover out
Line up the tabs on the Door-in-Door case with the slots on the door and push down until the Door-in-Door case snaps into place. 	 talks_about 	 the Door-in-Door case snaps into place
Line up the tabs on the Door-in-Door case with the slots on the door and push down until the Door-in-Door case snaps into place. 	 talks_about 	 Line up the tabs on the Door-in-Door case with the slots on the door and push down
Line up the tabs on the Door-in-Door case with the slots on the door and push down 	 succeded_by 	 the Door-in-Door case snaps into place
the Door-in-Door case snaps into place 	 preceded_by 	 Line up the tabs on the Door-in-Door case with the slots on the door and push down
The Door-in-Door feature is only available on some models. 	 talks_about 	 only available
The Door-in-Door feature is only available on some models. 	 talks_about 	 The Door-in-Door feature
only available 	 is_reverse 	 The Door-in-Door feature
The Door-in-Door feature 	 is 	 only available
Slightly tilt up the front, insert the crisper into the frame and push the crisper back into place. 	 talks_about 	 the crisper
Slightly tilt up the front, insert the crisper into the frame and push the crisper back into place. 	 talks_about 	 the front, insert
Slightly tilt up the front, insert the crisper into the frame and push the crisper back into place. 	 talks_about 	 back into place
the crisper 	 push_reverse 	 the front, insert
back into place 	 push_the_crisper_reverse 	 the front, insert
the front, insert 	 push 	 the crisper
the front, insert 	 push_the_crisper 	 back into place
the Door-in-Door case snaps into place 	 talks_about 	 place
the Door-in-Door case snaps into place 	 talks_about 	 the Door-in-Door case
place 	 snaps_into_reverse 	 the Door-in-Door case
the Door-in-Door case 	 snaps_into 	 place
['This function provides storage space with a variable temperature control that can keep the compartment at a slightly different temperature than the refrigerator section. This drawer can be used for large party trays, deli items and beverages. (This drawer should not be used to store vegetables that require high humidity.)', 'Press the Select button to choose between Produce (Cold), Deli (Colder) and Meat (Coldest).'] 	 talks_about 	 This function provides storage space with a variable temperature control that can keep the compartment at a slightly different temperature than the refrigerator section.
['This function provides storage space with a variable temperature control that can keep the compartment at a slightly different temperature than the refrigerator section. This drawer can be used for large party trays, deli items and beverages. (This drawer should not be used to store vegetables that require high humidity.)', 'Press the Select button to choose between Produce (Cold), Deli (Colder) and Meat (Coldest).'] 	 talks_about 	 This drawer can be used for large party trays, deli items and beverages.
['This function provides storage space with a variable temperature control that can keep the compartment at a slightly different temperature than the refrigerator section. This drawer can be used for large party trays, deli items and beverages. (This drawer should not be used to store vegetables that require high humidity.)', 'Press the Select button to choose between Produce (Cold), Deli (Colder) and Meat (Coldest).'] 	 talks_about 	 ( This drawer should not be used to store vegetables that require high humidity. )
['This function provides storage space with a variable temperature control that can keep the compartment at a slightly different temperature than the refrigerator section. This drawer can be used for large party trays, deli items and beverages. (This drawer should not be used to store vegetables that require high humidity.)', 'Press the Select button to choose between Produce (Cold), Deli (Colder) and Meat (Coldest).'] 	 talks_about 	 Press the Select button to choose between Produce ( Cold ), Deli ( Colder ) and Meat ( Coldest ).
This function provides storage space with a variable temperature control that can keep the compartment at a slightly different temperature than the refrigerator section. 	 talks_about 	 can keep the compartment at a slightly different temperature than the refrigerator section
This function provides storage space with a variable temperature control that can keep the compartment at a slightly different temperature than the refrigerator section. 	 talks_about 	 This function provides storage space with a variable temperature control
This function provides storage space with a variable temperature control 	 that 	 can keep the compartment at a slightly different temperature than the refrigerator section
( This drawer should not be used to store vegetables that require high humidity. ) 	 talks_about 	 require high humidity
( This drawer should not be used to store vegetables that require high humidity. ) 	 talks_about 	 This drawer should not be used to store vegetables
This drawer should not be used to store vegetables 	 that 	 require high humidity
Press the Select button to choose between Produce ( Cold ), Deli ( Colder ) and Meat ( Coldest ). 	 paraphrase 	 the Select button should be pressed to choose between Produce Cold, Deli Colder and Meat Coldest
the Select button should be pressed to choose between Produce Cold, Deli Colder and Meat Coldest 	 talks_about 	 the Select button
the Select button should be pressed to choose between Produce Cold, Deli Colder and Meat Coldest 	 talks_about 	 to choose between Produce Cold, Deli Colder and Meat Coldest
the Select button 	 should_be_pressed 	 to choose between Produce Cold, Deli Colder and Meat Coldest
require high humidity 	 paraphrase 	 high humidity should be required 
This drawer can be used for large party trays, deli items and beverages. 	 talks_about 	 This drawer
This drawer can be used for large party trays, deli items and beverages. 	 talks_about 	 large party trays
This drawer can be used for large party trays, deli items and beverages. 	 talks_about 	 large deli items
This drawer can be used for large party trays, deli items and beverages. 	 talks_about 	 large beverages
This drawer 	 can_be_used_for 	 large party trays
large deli items 	 can_be_used_for_reverse 	 This drawer
large beverages 	 can_be_used_for_reverse 	 This drawer
This drawer 	 can_be_used_for 	 large deli items
large party trays 	 can_be_used_for_reverse 	 This drawer
This drawer 	 can_be_used_for 	 large beverages
the Select button should be pressed to choose between Produce Cold, Deli Colder and Meat Coldest 	 talks_about 	 choose between Produce Cold, Deli Colder and Meat Coldest
choose between Produce Cold, Deli Colder and Meat Coldest 	 should_be_pressed_to_reverse 	 the Select button
the Select button 	 should_be_pressed_to 	 choose between Produce Cold, Deli Colder and Meat Coldest
This function provides storage space with a variable temperature control 	 talks_about 	 storage space
This function provides storage space with a variable temperature control 	 talks_about 	 This function
storage space 	 provides_reverse 	 This function
This function 	 provides 	 storage space
This drawer should not be used to store vegetables 	 talks_about 	 vegetables
This drawer should not be used to store vegetables 	 talks_about 	 This drawer
This drawer should not be used to store vegetables 	 talks_about 	 store vegetables
vegetables 	 to_store_reverse 	 This drawer
store vegetables 	 should_not_be_used_to_reverse 	 This drawer
This drawer 	 should_not_be_used_to 	 store vegetables
This drawer 	 to_store 	 vegetables
["Do not place any items on the Glide'N'Serve cover."] 	 talks_about 	 Do not place any items on the Glide'N'Serve cover.
Do not place any items on the Glide'N'Serve cover. 	 paraphrase 	 any items should not be placed on the Glide'N'Serve cover
any items should not be placed on the Glide'N'Serve cover 	 talks_about 	 any items
any items should not be placed on the Glide'N'Serve cover 	 talks_about 	 on the Glide'N'Serve cover
any items 	 should_not_be_placed 	 on the Glide'N'Serve cover
any items should not be placed on the Glide'N'Serve cover 	 talks_about 	 the Glide'N'Serve cover
the Glide'N'Serve cover 	 should_not_be_placed_on_reverse 	 any items
any items 	 should_not_be_placed_on 	 the Glide'N'Serve cover
["To remove the Glide'N'Serve, pull out the drawer until it stops, lift the front up, and pull straight out.", 'To assemble, slightly tilt up the front, insert the drawer into the frame and push it back into place.'] 	 talks_about 	 To remove the Glide'N'Serve, pull out the drawer until the drawer stops, lift the front up, and pull straight out.
To remove the Glide'N'Serve, pull out the drawer until the drawer stops, lift the front up, and pull straight out. 	 talks_about 	 the Glide'N'Serve
To remove the Glide'N'Serve, pull out the drawer until the drawer stops, lift the front up, and pull straight out. 	 talks_about 	 pull out the drawer until the drawer stops lift the front up and pull straight out
the Glide'N'Serve 	 should_be_removed_by 	 pull out the drawer until the drawer stops lift the front up and pull straight out
['The shelves in the refrigerator are adjustable to meet individual storage needs.', 'Adjusting the shelves to fit items of different heights will make finding the exact item you want easier.'] 	 talks_about 	 Refrigerator Shelves are adjustable to meet individual storage needs.
['The shelves in the refrigerator are adjustable to meet individual storage needs.', 'Adjusting the shelves to fit items of different heights will make finding the exact item you want easier.'] 	 talks_about 	 Adjusting Refrigerator Shelves to fit items of different heights will make finding the exact item you want easier.
Adjusting Refrigerator Shelves to fit items of different heights will make finding the exact item you want easier. 	 talks_about 	 you want easier
Adjusting Refrigerator Shelves to fit items of different heights will make finding the exact item you want easier. 	 talks_about 	 Adjusting Refrigerator Shelves to fit items of different heights will make finding the exact item
Refrigerator Shelves are adjustable to meet individual storage needs. 	 talks_about 	 Refrigerator Shelves
Refrigerator Shelves are adjustable to meet individual storage needs. 	 talks_about 	 adjustable to meet individual storage needs
Refrigerator Shelves are adjustable to meet individual storage needs. 	 talks_about 	 individual storage needs
Refrigerator Shelves 	 are 	 adjustable to meet individual storage needs
adjustable to meet individual storage needs 	 are_reverse 	 Refrigerator Shelves
individual storage needs 	 to_meet_reverse 	 Refrigerator Shelves
Refrigerator Shelves 	 to_meet 	 individual storage needs
you want easier 	 talks_about 	 easier
['This feature is only available on some models.', 'Store taller items, such as a gallon container or bottles, by pushing the front half of the shelf underneath the back half of the shelf. Pull the front of the shelf forward to return to a full shelf.'] 	 talks_about 	 Folding Shelf is only available on some models.
['This feature is only available on some models.', 'Store taller items, such as a gallon container or bottles, by pushing the front half of the shelf underneath the back half of the shelf. Pull the front of the shelf forward to return to a full shelf.'] 	 talks_about 	 Store taller items, such as a gallon container or bottles, by pushing the front half of the shelf underneath the back half of the shelf.
['This feature is only available on some models.', 'Store taller items, such as a gallon container or bottles, by pushing the front half of the shelf underneath the back half of the shelf. Pull the front of the shelf forward to return to a full shelf.'] 	 talks_about 	 Pull the front half of the shelf forward to return to a full shelf.
Store taller items, such as a gallon container or bottles, by pushing the front half of the shelf underneath the back half of the shelf. 	 paraphrase 	 taller items, such as a gallon container or bottles, should be stored by pushing the front half of the shelf underneath the back half of the shelf
taller items, such as a gallon container or bottles, should be stored by pushing the front half of the shelf underneath the back half of the shelf 	 talks_about 	 taller items, such as a gallon container or bottles,
taller items, such as a gallon container or bottles, should be stored by pushing the front half of the shelf underneath the back half of the shelf 	 talks_about 	 by pushing the front half of the shelf underneath the back half of the shelf
taller items, such as a gallon container or bottles, 	 should_be_stored 	 by pushing the front half of the shelf underneath the back half of the shelf
Pull the front half of the shelf forward to return to a full shelf. 	 paraphrase 	 the front half of the shelf should be pulled forward to return to a full shelf
the front half of the shelf should be pulled forward to return to a full shelf 	 talks_about 	 the front half of the shelf
the front half of the shelf should be pulled forward to return to a full shelf 	 talks_about 	 forward to return to a full shelf
the front half of the shelf 	 should_be_pulled 	 forward to return to a full shelf
Folding Shelf is only available on some models. 	 talks_about 	 some models
Folding Shelf is only available on some models. 	 talks_about 	 Folding Shelf
Folding Shelf is only available on some models. 	 talks_about 	 only available
some models 	 is_only_available_on_reverse 	 Folding Shelf
only available 	 is_reverse 	 Folding Shelf
Folding Shelf 	 is 	 only available
Folding Shelf 	 is_only_available_on 	 some models
taller items, such as a gallon container or bottles, should be stored by pushing the front half of the shelf underneath the back half of the shelf 	 talks_about 	 taller items, such as a gallon container or bottles
taller items, such as a gallon container or bottles, should be stored by pushing the front half of the shelf underneath the back half of the shelf 	 talks_about 	 the front half of the shelf
taller items, such as a gallon container or bottles, should be stored by pushing the front half of the shelf underneath the back half of the shelf 	 talks_about 	 the back half of the shelf
taller items, such as a gallon container or bottles, should be stored by pushing the front half of the shelf underneath the back half of the shelf 	 talks_about 	 pushing the front half of the shelf underneath the back half of the shelf
taller items, such as a gallon container or bottles 	 by_pushing 	 the front half of the shelf
the front half of the shelf 	 by_pushing_reverse 	 taller items, such as a gallon container or bottles
taller items, such as a gallon container or bottles 	 by_pushing_the_front_half_of_the_shelf_underneath 	 the back half of the shelf
pushing the front half of the shelf underneath the back half of the shelf 	 should_be_stored_by_reverse 	 taller items, such as a gallon container or bottles
the back half of the shelf 	 by_pushing_the_front_half_of_the_shelf_underneath_reverse 	 taller items, such as a gallon container or bottles
taller items, such as a gallon container or bottles 	 should_be_stored_by 	 pushing the front half of the shelf underneath the back half of the shelf
the front half of the shelf should be pulled forward to return to a full shelf 	 talks_about 	 forward
the front half of the shelf should be pulled forward to return to a full shelf 	 talks_about 	 return to a full shelf
the front half of the shelf should be pulled forward to return to a full shelf 	 talks_about 	 a full shelf
forward 	 should_be_pulled_reverse 	 the front half of the shelf
return to a full shelf 	 should_be_pulled_forward_to_reverse 	 the front half of the shelf
a full shelf 	 to_return_to_reverse 	 the front half of the shelf
the front half of the shelf 	 should_be_pulled 	 forward
the front half of the shelf 	 should_be_pulled_forward_to 	 return to a full shelf
the front half of the shelf 	 to_return_to 	 a full shelf
['Glass shelves are heavy. Use special care when removing them.', 'Do not clean glass shelves with warm water while they are cold. Shelves may break if exposed to sudden temperature changes or impact.'] 	 talks_about 	 Glass shelves are heavy.
['Glass shelves are heavy. Use special care when removing them.', 'Do not clean glass shelves with warm water while they are cold. Shelves may break if exposed to sudden temperature changes or impact.'] 	 talks_about 	 Use special care when removing Glass shelves.
['Glass shelves are heavy. Use special care when removing them.', 'Do not clean glass shelves with warm water while they are cold. Shelves may break if exposed to sudden temperature changes or impact.'] 	 talks_about 	 Do not clean glass shelves with warm water while glass shelves are cold.
['Glass shelves are heavy. Use special care when removing them.', 'Do not clean glass shelves with warm water while they are cold. Shelves may break if exposed to sudden temperature changes or impact.'] 	 talks_about 	 Shelves may break if exposed to sudden temperature changes or impact.
Use special care when removing Glass shelves. 	 talks_about 	 removing Glass shelves
Use special care when removing Glass shelves. 	 talks_about 	 Use special care
Use special care 	 Synchronous 	 removing Glass shelves
removing Glass shelves 	 Synchronous 	 Use special care
Do not clean glass shelves with warm water while glass shelves are cold. 	 talks_about 	 glass shelves are cold
Do not clean glass shelves with warm water while glass shelves are cold. 	 talks_about 	 Do not clean glass shelves with warm water
Do not clean glass shelves with warm water 	 Synchronous 	 glass shelves are cold
glass shelves are cold 	 Synchronous 	 Do not clean glass shelves with warm water
Shelves may break if exposed to sudden temperature changes or impact. 	 talks_about 	 exposed to sudden temperature changes or impact
Shelves may break if exposed to sudden temperature changes or impact. 	 talks_about 	 Shelves may break
Shelves may break 	 Condition 	 exposed to sudden temperature changes or impact
exposed to sudden temperature changes or impact 	 Follows 	 Shelves may break
Use special care 	 paraphrase 	 special care should be used 
Do not clean glass shelves with warm water 	 paraphrase 	 glass shelves should not be cleaned with warm water
glass shelves should not be cleaned with warm water 	 talks_about 	 glass shelves
glass shelves should not be cleaned with warm water 	 talks_about 	 with warm water
glass shelves 	 should_not_be_cleaned 	 with warm water
Glass shelves are heavy. 	 talks_about 	 Glass shelves
Glass shelves are heavy. 	 talks_about 	 heavy
Glass shelves 	 are 	 heavy
heavy 	 are_reverse 	 Glass shelves
glass shelves are cold 	 talks_about 	 glass shelves
glass shelves are cold 	 talks_about 	 cold
glass shelves 	 are 	 cold
cold 	 are_reverse 	 glass shelves
glass shelves should not be cleaned with warm water 	 talks_about 	 warm water
warm water 	 should_not_be_cleaned_with_reverse 	 glass shelves
glass shelves 	 should_not_be_cleaned_with 	 warm water
['Do not clean glass shelves with warm water while they are cold. Shelves may break if exposed to sudden temperature changes or impact.'] 	 talks_about 	 Do not clean glass shelves with warm water while glass shelves are cold.
['Do not clean glass shelves with warm water while they are cold. Shelves may break if exposed to sudden temperature changes or impact.'] 	 talks_about 	 Shelves may break if exposed to sudden temperature changes or impact.
['To detach, tilt up the front of the shelf and lift the shelf straight up.', 'Pull the shelf out.', 'To assemble, tilt the front of the shelf up and guide the shelf hooks into the slots at a desired height.', 'caution', 'Make sure that shelves are level from one side to the other. Failure to do so may result in the shelf falling or spilled food.'] 	 talks_about 	 Pull the shelf out.
['To detach, tilt up the front of the shelf and lift the shelf straight up.', 'Pull the shelf out.', 'To assemble, tilt the front of the shelf up and guide the shelf hooks into the slots at a desired height.', 'caution', 'Make sure that shelves are level from one side to the other. Failure to do so may result in the shelf falling or spilled food.'] 	 talks_about 	 caution Make sure that shelves are level from one side to the other.
['To detach, tilt up the front of the shelf and lift the shelf straight up.', 'Pull the shelf out.', 'To assemble, tilt the front of the shelf up and guide the shelf hooks into the slots at a desired height.', 'caution', 'Make sure that shelves are level from one side to the other. Failure to do so may result in the shelf falling or spilled food.'] 	 talks_about 	 Failure to do so may result in the shelf falling or spilled food.
Pull the shelf out. 	 paraphrase 	 the shelf should be pulled out
the shelf should be pulled out 	 talks_about 	 the shelf
caution Make sure that shelves are level from one side to the other. 	 talks_about 	 shelves are level from one side to the other
caution Make sure that shelves are level from one side to the other. 	 talks_about 	 caution Make sure
caution Make sure 	 that 	 shelves are level from one side to the other
Failure to do so may result in the shelf falling or spilled food. 	 talks_about 	 Failure to do so
Failure to do so may result in the shelf falling or spilled food. 	 talks_about 	 the shelf falling or spilled food
Failure to do so 	 may_result_in 	 the shelf falling or spilled food
the shelf falling or spilled food 	 may_result_in_reverse 	 Failure to do so
shelves are level from one side to the other 	 talks_about 	 level from one side to the other
shelves are level from one side to the other 	 talks_about 	 shelves
level from one side to the other 	 are_reverse 	 shelves
shelves 	 are 	 level from one side to the other
caution Make sure 	 talks_about 	 caution
caution Make sure 	 talks_about 	 sure
caution 	 Make 	 sure
sure 	 Make_reverse 	 caution
['This feature is only available on some models.', 'The Door-in-Door compartment allows for easy access to commonly used food items.'] 	 talks_about 	 Door-in-Door is only available on some models.
['This feature is only available on some models.', 'The Door-in-Door compartment allows for easy access to commonly used food items.'] 	 talks_about 	 The Door-in-Door compartment allows for easy access to commonly used food items.
Door-in-Door is only available on some models. 	 talks_about 	 only available
Door-in-Door is only available on some models. 	 talks_about 	 Door-in-Door
Door-in-Door is only available on some models. 	 talks_about 	 some models
only available 	 is_reverse 	 Door-in-Door
some models 	 is_only_available_on_reverse 	 Door-in-Door
Door-in-Door 	 is_only_available_on 	 some models
Door-in-Door 	 is 	 only available
The Door-in-Door compartment allows for easy access to commonly used food items. 	 talks_about 	 easy access to commonly used food items
The Door-in-Door compartment allows for easy access to commonly used food items. 	 talks_about 	 The Door-in-Door compartment
easy access to commonly used food items 	 allows_for_reverse 	 The Door-in-Door compartment
The Door-in-Door compartment 	 allows_for 	 easy access to commonly used food items
['To access the Door-in-Door compartment, lightly press the button on the right refrigerator door handle.'] 	 talks_about 	 To access Door-in-Door Compartment, lightly press the button on the right refrigerator door handle.
To access Door-in-Door Compartment, lightly press the button on the right refrigerator door handle. 	 talks_about 	 Door-in-Door Compartment
To access Door-in-Door Compartment, lightly press the button on the right refrigerator door handle. 	 talks_about 	 lightly press the button on the right refrigerator door handle
Door-in-Door Compartment 	 should_be_accessed_by 	 lightly press the button on the right refrigerator door handle
['The Door-in-Door inner and outer door bins are removable for easy cleaning.'] 	 talks_about 	 The Door-in-Door inner and outer door bins are removable for easy cleaning.
The Door-in-Door inner and outer door bins are removable for easy cleaning. 	 talks_about 	 The Door-in-Door inner door bins
The Door-in-Door inner and outer door bins are removable for easy cleaning. 	 talks_about 	 removable for easy cleaning
The Door-in-Door inner and outer door bins are removable for easy cleaning. 	 talks_about 	 The Door-in-Door outer door bins
The Door-in-Door inner door bins 	 are 	 removable for easy cleaning
The Door-in-Door outer door bins 	 are 	 removable for easy cleaning
removable for easy cleaning 	 are_reverse 	 The Door-in-Door inner door bins
removable for easy cleaning 	 are_reverse 	 The Door-in-Door outer door bins
['To remove the door bins, lift up and pull out.', 'To replace the door bins, slide the door bin in above the desired support and push down until it snaps into place.'] 	 talks_about 	 To remove the door bins, lift up and pull out.
To remove the door bins, lift up and pull out. 	 talks_about 	 the door bins
To remove the door bins, lift up and pull out. 	 talks_about 	 lift up and pull out
the door bins 	 should_be_removed_by 	 lift up and pull out
['To remove the door bins, lift up and pull out.', 'To replace the door bins, slide the door bin in above the desired support and push down until it snaps into place.'] 	 talks_about 	 To replace the door bins, slide the door bin in above the desired support and push down until the door bin snaps into place.
To replace the door bins, slide the door bin in above the desired support and push down until the door bin snaps into place. 	 talks_about 	 the door bins
To replace the door bins, slide the door bin in above the desired support and push down until the door bin snaps into place. 	 talks_about 	 slide the door bin in above the desired support and push down until the door bin snaps into place
the door bins 	 should_be_replaced_by 	 slide the door bin in above the desired support and push down until the door bin snaps into place
['To open the Door-in-Door case, press on the area marked Pull to open. The case is removable for easy cleaning and adjustment.'] 	 talks_about 	 To open the Door-in-Door case, press on the area marked Pull to open.
To open the Door-in-Door case, press on the area marked Pull to open. 	 talks_about 	 the Door-in-Door case
To open the Door-in-Door case, press on the area marked Pull to open. 	 talks_about 	 press on the area marked Pull to open
the Door-in-Door case 	 should_be_opened_by 	 press on the area marked Pull to open
['To open the Door-in-Door case, press on the area marked Pull to open. The case is removable for easy cleaning and adjustment.'] 	 talks_about 	 the Door-in-Door case is removable for easy cleaning and adjustment.
the Door-in-Door case is removable for easy cleaning and adjustment. 	 talks_about 	 removable for easy cleaning
the Door-in-Door case is removable for easy cleaning and adjustment. 	 talks_about 	 the Door-in-Door case
the Door-in-Door case is removable for easy cleaning and adjustment. 	 talks_about 	 removable for easy adjustment
removable for easy cleaning 	 is_reverse 	 the Door-in-Door case
the Door-in-Door case 	 is 	 removable for easy adjustment
removable for easy adjustment 	 is_reverse 	 the Door-in-Door case
the Door-in-Door case 	 is 	 removable for easy cleaning
['To remove the case, lift up and pull out.', 'To replace the case, line up the tabs on the case with the slots on the door and push down until it snaps into place.'] 	 talks_about 	 To remove the case, lift up and pull out.
To remove the case, lift up and pull out. 	 talks_about 	 the case
To remove the case, lift up and pull out. 	 talks_about 	 lift up and pull out
the case 	 should_be_removed_by 	 lift up and pull out
['To remove the case, lift up and pull out.', 'To replace the case, line up the tabs on the case with the slots on the door and push down until it snaps into place.'] 	 talks_about 	 To replace the case, line up the tabs on the case with the slots on the door and push down until the case snaps into place.
To replace the case, line up the tabs on the case with the slots on the door and push down until the case snaps into place. 	 talks_about 	 the case
To replace the case, line up the tabs on the case with the slots on the door and push down until the case snaps into place. 	 talks_about 	 line up the tabs on the case with the slots on the door and push down until the case snaps into place
the case 	 should_be_replaced_by 	 line up the tabs on the case with the slots on the door and push down until the case snaps into place
['The door bins are removable for easy cleaning and adjustment.'] 	 talks_about 	 The door bins are removable for easy cleaning and adjustment.
The door bins are removable for easy cleaning and adjustment. 	 talks_about 	 removable for easy adjustment
The door bins are removable for easy cleaning and adjustment. 	 talks_about 	 The door bins
The door bins are removable for easy cleaning and adjustment. 	 talks_about 	 removable for easy cleaning
removable for easy adjustment 	 are_reverse 	 The door bins
The door bins 	 are 	 removable for easy cleaning
removable for easy cleaning 	 are_reverse 	 The door bins
The door bins 	 are 	 removable for easy adjustment
['To remove the bin, simply lift the bin up and pull straight out.', 'To assemble the bin, slide it in above the desired support and push down until it snaps into place.'] 	 talks_about 	 To remove Door Bin, simply lift Door Bin up and pull straight out.
To remove Door Bin, simply lift Door Bin up and pull straight out. 	 talks_about 	 Door Bin
To remove Door Bin, simply lift Door Bin up and pull straight out. 	 talks_about 	 simply lift Door Bin up and pull straight out
Door Bin 	 should_be_removed_by 	 simply lift Door Bin up and pull straight out
['To remove the bin, simply lift the bin up and pull straight out.', 'To assemble the bin, slide it in above the desired support and push down until it snaps into place.'] 	 talks_about 	 To assemble Door Bin, slide Door Bin in above the desired support and push down until Door Bin snaps into place.
To assemble Door Bin, slide Door Bin in above the desired support and push down until Door Bin snaps into place. 	 talks_about 	 Door Bin
To assemble Door Bin, slide Door Bin in above the desired support and push down until Door Bin snaps into place. 	 talks_about 	 slide Door Bin in above the desired support and push down until Door Bin snaps into place
Door Bin 	 should_be_assembled_by 	 slide Door Bin in above the desired support and push down until Door Bin snaps into place
['Regularly detach and wash the storage bins and shelves; they can become easily contaminated by food.', 'Do not apply excessive force while detaching or assembling the storage bins.', 'Do not use the dishwasher to clean the storage bins and shelves.'] 	 talks_about 	 Regularly detach and wash the storage bins and shelves; the storage bins and shelves can become easily contaminated by food.
['Regularly detach and wash the storage bins and shelves; they can become easily contaminated by food.', 'Do not apply excessive force while detaching or assembling the storage bins.', 'Do not use the dishwasher to clean the storage bins and shelves.'] 	 talks_about 	 Do not apply excessive force while detaching or assembling the storage bins.
['Regularly detach and wash the storage bins and shelves; they can become easily contaminated by food.', 'Do not apply excessive force while detaching or assembling the storage bins.', 'Do not use the dishwasher to clean the storage bins and shelves.'] 	 talks_about 	 Do not use the dishwasher to clean the storage bins and shelves.
Regularly detach and wash the storage bins and shelves; the storage bins and shelves can become easily contaminated by food. 	 talks_about 	 Regularly detach and wash the storage bins and shelves
Regularly detach and wash the storage bins and shelves; the storage bins and shelves can become easily contaminated by food. 	 talks_about 	 the storage bins and shelves can become easily contaminated by food
Do not apply excessive force while detaching or assembling the storage bins. 	 talks_about 	 detaching or assembling the storage bins
Do not apply excessive force while detaching or assembling the storage bins. 	 talks_about 	 Do not apply excessive force
Do not apply excessive force 	 Synchronous 	 detaching or assembling the storage bins
detaching or assembling the storage bins 	 Synchronous 	 Do not apply excessive force
Do not use the dishwasher to clean the storage bins and shelves. 	 paraphrase 	 the dishwasher should not be used to clean the storage bins and shelves
the dishwasher should not be used to clean the storage bins and shelves 	 talks_about 	 the dishwasher
the dishwasher should not be used to clean the storage bins and shelves 	 talks_about 	 to clean the storage bins and shelves
the dishwasher 	 should_not_be_used 	 to clean the storage bins and shelves
Do not apply excessive force 	 paraphrase 	 excessive force should not be applied 
the dishwasher should not be used to clean the storage bins and shelves 	 talks_about 	 clean the storage shelves
the dishwasher should not be used to clean the storage bins and shelves 	 talks_about 	 clean the storage bins
clean the storage shelves 	 should_not_be_used_to_reverse 	 the dishwasher
the dishwasher 	 should_not_be_used_to 	 clean the storage shelves
the dishwasher 	 should_not_be_used_to 	 clean the storage bins
clean the storage bins 	 should_not_be_used_to_reverse 	 the dishwasher
the storage bins and shelves can become easily contaminated by food 	 talks_about 	 the storage bins
the storage bins and shelves can become easily contaminated by food 	 talks_about 	 food
the storage bins and shelves can become easily contaminated by food 	 talks_about 	 shelves
the storage bins 	 can_become_easily_contaminated_by 	 food
food 	 can_become_easily_contaminated_by_reverse 	 the storage bins
food 	 can_become_easily_contaminated_by_reverse 	 shelves
shelves 	 can_become_easily_contaminated_by 	 food
['The Durabase divider allows you to organize the Durabase area into 2 sections. It can be adjusted from side to side to accommodate items of different sizes.'] 	 talks_about 	 The Durabase divider allows you to organize the Durabase area into 2 sections.
['The Durabase divider allows you to organize the Durabase area into 2 sections. It can be adjusted from side to side to accommodate items of different sizes.'] 	 talks_about 	 The Durabase divider can be adjusted from side to side to accommodate items of different sizes.
The Durabase divider allows you to organize the Durabase area into 2 sections. 	 talks_about 	 you to organize the Durabase area into 2 sections
The Durabase divider allows you to organize the Durabase area into 2 sections. 	 talks_about 	 The Durabase divider
you to organize the Durabase area into 2 sections 	 allows_reverse 	 The Durabase divider
The Durabase divider 	 allows 	 you to organize the Durabase area into 2 sections
The Durabase divider can be adjusted from side to side to accommodate items of different sizes. 	 talks_about 	 The Durabase divider
