REFRIGERATOR 	 OPERATION.Before_Use.Checklist 	 Clean the refrigerator
Avoid touching the auto shutoff ( feeler arm ) when replacing In-Door Ice Bin. 	 talks_about 	 Avoid touching the auto shutoff feeler arm
Avoid touching the auto shutoff feeler arm 	 Synchronous 	 replacing In-Door Ice Bin
See the label on the ice compartment door for details. 	 paraphrase 	 the label should be seen on the ice compartment door for details
the label should be seen on the ice compartment door for details 	 talks_about 	 the label
the label should be seen on the ice compartment door for details 	 talks_about 	 on the ice compartment door for details
the label 	 should_be_seen 	 on the ice compartment door for details
the label should be seen on the ice compartment door for details 	 talks_about 	 the ice compartment door
the label 	 should_be_seen_on 	 the ice compartment door
sentence_list_39 	 talks_about 	 Carefully insert In-Door Ice Bin, slanting the top slightly to fit In-Door Ice Bin under the icemaker.
sentence_list_39 	 talks_about 	 Gently push the handle to close the ice compartment.
Gently push the handle to close the ice compartment. 	 paraphrase 	 the handle should be pushed to close the ice compartment
the handle should be pushed to close the ice compartment 	 talks_about 	 the handle
the handle should be pushed to close the ice compartment 	 talks_about 	 to close the ice compartment
the handle 	 should_be_pushed 	 to close the ice compartment
Carefully insert In-Door Ice Bin, slanting the top slightly to fit In-Door Ice Bin under the icemaker. 	 talks_about 	 Carefully insert In-Door Ice Bin
Carefully insert In-Door Ice Bin, slanting the top slightly to fit In-Door Ice Bin under the icemaker. 	 talks_about 	 the icemaker
Carefully insert In-Door Ice Bin 	 to_fit_under 	 the icemaker
the handle should be pushed to close the ice compartment 	 talks_about 	 close the ice compartment
the handle 	 should_be_pushed_to 	 close the ice compartment
sentence_list_40 	 talks_about 	 DO NOT place fingers in Automatic Icemaker when the refrigerator is plugged in.
sentence_list_40 	 talks_about 	 Avoid contact with any moving parts of the ejector mechanism or with the heater that releases the ice cubes.
DO NOT place fingers in Automatic Icemaker when the refrigerator is plugged in. 	 talks_about 	 the refrigerator is plugged in
DO NOT place fingers in Automatic Icemaker when the refrigerator is plugged in. 	 talks_about 	 DO NOT place fingers in Automatic Icemaker
DO NOT place fingers in Automatic Icemaker 	 Synchronous 	 the refrigerator is plugged in
Avoid contact with any moving parts of the ejector mechanism or with the heater that releases the ice cubes. 	 talks_about 	 releases the ice cubes
Avoid contact with any moving parts of the ejector mechanism or with the heater that releases the ice cubes. 	 talks_about 	 Avoid contact with any moving parts of the ejector mechanism or with the heater
Avoid contact with any moving parts of the ejector mechanism or with the heater 	 that 	 releases the ice cubes
DO NOT place fingers in Automatic Icemaker 	 paraphrase 	 fingers should not be placed in Automatic Icemaker
fingers should not be placed in Automatic Icemaker 	 talks_about 	 fingers
fingers should not be placed in Automatic Icemaker 	 talks_about 	 in Automatic Icemaker
fingers 	 should_not_be_placed 	 in Automatic Icemaker
Avoid contact with any moving parts of the ejector mechanism or with the heater 	 paraphrase 	 contact should be avoided with any moving parts of the ejector mechanism or with the heater
contact should be avoided with any moving parts of the ejector mechanism or with the heater 	 talks_about 	 contact
contact should be avoided with any moving parts of the ejector mechanism or with the heater 	 talks_about 	 with any moving parts of the ejector mechanism or with the heater
contact 	 should_be_avoided 	 with any moving parts of the ejector mechanism or with the heater
fingers should not be placed in Automatic Icemaker 	 talks_about 	 Automatic Icemaker
fingers 	 should_not_be_placed_in 	 Automatic Icemaker
sentence_list_41 	 talks_about 	 Icemaker Power Switch Ice-detecting Sensor Auto Shutoff ( feeler arm )
Icemaker Power Switch Ice-detecting Sensor Auto Shutoff ( feeler arm ) 	 talks_about 	 Switch Ice-detecting Sensor Auto Shutoff
Icemaker Power Switch Ice-detecting Sensor Auto Shutoff ( feeler arm ) 	 talks_about 	 Icemaker
Switch Ice-detecting Sensor Auto Shutoff 	 [is]_Power_[of] 	 Icemaker
sentence_list_42 	 talks_about 	 Ice is made in In-Door Icemaker and sent to the dispenser.
sentence_list_42 	 talks_about 	 In-Door Icemaker produces 70-182 cubes in a 24-hour period, depending on freezer compartment temperature, room temperature, number of door openings and other operating conditions.
sentence_list_42 	 talks_about 	 a newly installed refrigerator to begin making ice takes about 12 to 24 hours.
sentence_list_42 	 talks_about 	 Ice-making stops when the in-door ice bin is full.
sentence_list_42 	 talks_about 	 When full, the in-door ice bin holds approximately 6 to 8 ( 12-16 oz. )
sentence_list_42 	 talks_about 	 glasses of ice.
sentence_list_42 	 talks_about 	 Foreign substances or frost on the ice-detecting sensor can interrupt ice production.
sentence_list_42 	 talks_about 	 Make sure the sensor area is clean at all times for proper operation.
sentence_list_42 	 talks_about 	 To increase ice production, use the Ice Plus function.
To increase ice production, use the Ice Plus function. 	 talks_about 	 ice production
To increase ice production, use the Ice Plus function. 	 talks_about 	 use the Ice Plus function
ice production 	 should_be_increased_by 	 use the Ice Plus function
sentence_list_42 	 talks_about 	 the Ice Plus function increases both ice making and freezing capabilities.
Ice-making stops when the in-door ice bin is full. 	 talks_about 	 the in-door ice bin is full
Ice-making stops when the in-door ice bin is full. 	 talks_about 	 Ice-making stops
Ice-making stops 	 Synchronous 	 the in-door ice bin is full
When full, the in-door ice bin holds approximately 6 to 8 ( 12-16 oz. ) 	 talks_about 	 the in-door ice bin holds approximately 6 to 8 12-16 oz
Make sure the sensor area is clean at all times for proper operation. 	 talks_about 	 the sensor area is clean at all times for proper operation
Make sure the sensor area is clean at all times for proper operation. 	 talks_about 	 Make sure
Ice is made in In-Door Icemaker and sent to the dispenser. 	 talks_about 	 Ice
Ice is made in In-Door Icemaker and sent to the dispenser. 	 talks_about 	 In-Door Icemaker
Ice is made in In-Door Icemaker and sent to the dispenser. 	 talks_about 	 the dispenser
Ice 	 is_made_in 	 In-Door Icemaker
Ice 	 is_sent_to 	 the dispenser
In-Door Icemaker produces 70-182 cubes in a 24-hour period, depending on freezer compartment temperature, room temperature, number of door openings and other operating conditions. 	 talks_about 	 In-Door Icemaker
In-Door Icemaker produces 70-182 cubes in a 24-hour period, depending on freezer compartment temperature, room temperature, number of door openings and other operating conditions. 	 talks_about 	 depending on freezer compartment temperature, room temperature, number of door openings
In-Door Icemaker produces 70-182 cubes in a 24-hour period, depending on freezer compartment temperature, room temperature, number of door openings and other operating conditions. 	 talks_about 	 a 24-hour period
In-Door Icemaker produces 70-182 cubes in a 24-hour period, depending on freezer compartment temperature, room temperature, number of door openings and other operating conditions. 	 talks_about 	 depending on freezer compartment temperature, room temperature, number of other operating conditions
In-Door Icemaker produces 70-182 cubes in a 24-hour period, depending on freezer compartment temperature, room temperature, number of door openings and other operating conditions. 	 talks_about 	 70-182 cubes
In-Door Icemaker 	 produces_70-182_cubes 	 depending on freezer compartment temperature, room temperature, number of door openings
In-Door Icemaker 	 produces_70-182_cubes_in 	 a 24-hour period
In-Door Icemaker 	 produces_70-182_cubes 	 depending on freezer compartment temperature, room temperature, number of other operating conditions
In-Door Icemaker 	 produces 	 70-182 cubes
a newly installed refrigerator to begin making ice takes about 12 to 24 hours. 	 talks_about 	 a newly installed refrigerator to begin making ice
a newly installed refrigerator to begin making ice takes about 12 to 24 hours. 	 talks_about 	 about 12 to 24 hours
a newly installed refrigerator to begin making ice takes about 12 to 24 hours. 	 talks_about 	 a newly installed refrigerator begin
a newly installed refrigerator to begin making ice 	 takes 	 about 12 to 24 hours
a newly installed refrigerator begin 	 takes 	 about 12 to 24 hours
Foreign substances or frost on the ice-detecting sensor can interrupt ice production. 	 talks_about 	 Foreign substances or frost on the ice-detecting sensor
Foreign substances or frost on the ice-detecting sensor can interrupt ice production. 	 talks_about 	 ice production
Foreign substances or frost on the ice-detecting sensor 	 can_interrupt 	 ice production
the Ice Plus function increases both ice making and freezing capabilities. 	 talks_about 	 the Ice
the Ice Plus function increases both ice making and freezing capabilities. 	 talks_about 	 both ice freezing capabilities
the Ice Plus function increases both ice making and freezing capabilities. 	 talks_about 	 both ice making
the Ice Plus function increases both ice making and freezing capabilities. 	 talks_about 	 function
the Ice 	 increases 	 both ice freezing capabilities
the Ice 	 increases 	 both ice making
function 	 increases 	 both ice freezing capabilities
function 	 increases 	 both ice making
the in-door ice bin is full 	 talks_about 	 the in-door ice bin
the in-door ice bin holds approximately 6 to 8 12-16 oz 	 talks_about 	 the in-door ice bin
the in-door ice bin holds approximately 6 to 8 12-16 oz 	 talks_about 	 approximately 6 to 8 12-16 oz
the in-door ice bin 	 holds 	 approximately 6 to 8 12-16 oz
the sensor area is clean at all times for proper operation 	 talks_about 	 the sensor area
the sensor area is clean at all times for proper operation 	 talks_about 	 all times for proper operation
the sensor area is clean at all times for proper operation 	 talks_about 	 clean
the sensor area 	 is_clean_at 	 all times for proper operation
the sensor area 	 is 	 clean
sentence_list_43 	 talks_about 	 Freezer Icemaker is only available on some models.
sentence_list_43 	 talks_about 	 Freezer Icemaker may vary depending on model purchased.
sentence_list_43 	 talks_about 	 Throw away the first bin full of ice ( about 140-160 cubes ) after installation.
sentence_list_43 	 talks_about 	 Throw is also necessary if the refrigerator has not been used for a long time.
sentence_list_43 	 talks_about 	 Freezer Icemaker begins producing ice approximately 48 hours after the appliance is initially installed.
sentence_list_43 	 talks_about 	 The sound of ice dropping into the ice bin is normal.
sentence_list_43 	 talks_about 	 If the ice bin is completely filled with ice, ice production will stop.
sentence_list_43 	 talks_about 	 The amount and shape of ice may vary according to the environment ( ambient temperature around the appliance, frequency of the door being opened, amount of food stored in the appliance, water pressure, etc.
sentence_list_43 	 talks_about 	 ).
sentence_list_43 	 talks_about 	 In the event of a power outage, throw away the ice stored in the ice bin.
Throw is also necessary if the refrigerator has not been used for a long time. 	 talks_about 	 the refrigerator has not been used for a long time
Throw is also necessary if the refrigerator has not been used for a long time. 	 talks_about 	 Throw is also necessary
Throw is also necessary 	 Condition 	 the refrigerator has not been used for a long time
the refrigerator has not been used for a long time 	 Follows 	 Throw is also necessary
Freezer Icemaker begins producing ice approximately 48 hours after the appliance is initially installed. 	 talks_about 	 approximately 48 hours after the appliance is initially installed
Freezer Icemaker begins producing ice approximately 48 hours after the appliance is initially installed. 	 talks_about 	 Freezer Icemaker begins producing ice
If the ice bin is completely filled with ice, ice production will stop. 	 talks_about 	 the ice bin is completely filled with ice
If the ice bin is completely filled with ice, ice production will stop. 	 talks_about 	 ice production will stop
ice production will stop 	 Condition 	 the ice bin is completely filled with ice
the ice bin is completely filled with ice 	 Follows 	 ice production will stop
Freezer Icemaker is only available on some models. 	 talks_about 	 Freezer Icemaker
Freezer Icemaker is only available on some models. 	 talks_about 	 only available
Freezer Icemaker is only available on some models. 	 talks_about 	 some models
Freezer Icemaker 	 is 	 only available
Freezer Icemaker 	 is_only_available_on 	 some models
Freezer Icemaker may vary depending on model purchased. 	 talks_about 	 Freezer Icemaker
Freezer Icemaker may vary depending on model purchased. 	 talks_about 	 depending on model
Freezer Icemaker 	 may_vary 	 depending on model
The sound of ice dropping into the ice bin is normal. 	 talks_about 	 The sound of ice dropping into the ice bin
The sound of ice dropping into the ice bin is normal. 	 talks_about 	 normal
The sound of ice dropping into the ice bin 	 is 	 normal
In the event of a power outage, throw away the ice stored in the ice bin. 	 talks_about 	 the ice
In the event of a power outage, throw away the ice stored in the ice bin. 	 talks_about 	 the ice bin
the ice 	 stored_in 	 the ice bin
Throw is also necessary 	 talks_about 	 Throw
Throw is also necessary 	 talks_about 	 also
Throw 	 is_necessary 	 also
approximately 48 hours after the appliance is initially installed 	 talks_about 	 the appliance
Freezer Icemaker begins producing ice 	 talks_about 	 Freezer Icemaker
Freezer Icemaker begins producing ice 	 talks_about 	 producing ice
Freezer Icemaker 	 begins 	 producing ice
the ice bin is completely filled with ice 	 talks_about 	 the ice bin
the ice bin is completely filled with ice 	 talks_about 	 ice
the ice bin 	 is_filled_with 	 ice
sentence_list_44 	 talks_about 	 Freezer Icemaker ( Cubed Ice ) is only available on some models.
sentence_list_44 	 talks_about 	 Freezer Icemaker ( Cubed Ice ) produces 12 cubes at a time, 50-110 pieces within a 24 hour period if conditions are favorable.
sentence_list_44 	 talks_about 	 This amount may vary according to the environment ( ambient temperature around the appliance, frequency of the door being opened, amount of food stored in the appliance, etc.
sentence_list_44 	 talks_about 	 ).
sentence_list_44 	 talks_about 	 Ice cubes which are stored in the ice bin for a long time may clump together and be difficult to separate.
sentence_list_44 	 talks_about 	 If clump happens, empty the ice bin completely and clean the ice bin before reinstalling the ice bin.
Freezer Icemaker ( Cubed Ice ) produces 12 cubes at a time, 50-110 pieces within a 24 hour period if conditions are favorable. 	 talks_about 	 conditions are favorable
Freezer Icemaker ( Cubed Ice ) produces 12 cubes at a time, 50-110 pieces within a 24 hour period if conditions are favorable. 	 talks_about 	 Freezer Icemaker Cubed Ice produces 12 cubes at a time, 50-110 pieces within a 24 hour period
Freezer Icemaker Cubed Ice produces 12 cubes at a time , 50-110 pieces within a 24 hour period 	 Condition 	 conditions are favorable
conditions are favorable 	 Follows 	 Freezer Icemaker Cubed Ice produces 12 cubes at a time , 50-110 pieces within a 24 hour period
Ice cubes which are stored in the ice bin for a long time may clump together and be difficult to separate. 	 talks_about 	 which are stored in the ice bin for a long time
Ice cubes which are stored in the ice bin for a long time may clump together and be difficult to separate. 	 talks_about 	 Ice cubes may clump together and be difficult to separate
If clump happens, empty the ice bin completely and clean the ice bin before reinstalling the ice bin. 	 talks_about 	 clump happens
If clump happens, empty the ice bin completely and clean the ice bin before reinstalling the ice bin. 	 talks_about 	 empty the ice bin completely and clean the ice bin before reinstalling the ice bin
empty the ice bin completely and clean the ice bin before reinstalling the ice bin 	 Condition 	 clump happens
clump happens 	 Follows 	 empty the ice bin completely and clean the ice bin before reinstalling the ice bin
Freezer Icemaker ( Cubed Ice ) is only available on some models. 	 talks_about 	 Freezer Icemaker
Freezer Icemaker ( Cubed Ice ) is only available on some models. 	 talks_about 	 only available
Freezer Icemaker ( Cubed Ice ) is only available on some models. 	 talks_about 	 some models
conditions are favorable 	 talks_about 	 conditions
conditions are favorable 	 talks_about 	 favorable
conditions 	 are 	 favorable
Freezer Icemaker Cubed Ice produces 12 cubes at a time, 50-110 pieces within a 24 hour period 	 talks_about 	 Freezer Icemaker Cubed Ice
Freezer Icemaker Cubed Ice produces 12 cubes at a time, 50-110 pieces within a 24 hour period 	 talks_about 	 12 cubes
Freezer Icemaker Cubed Ice produces 12 cubes at a time, 50-110 pieces within a 24 hour period 	 talks_about 	 a time
Freezer Icemaker Cubed Ice 	 produces 	 12 cubes
Freezer Icemaker Cubed Ice 	 produces_12_cubes_at 	 a time
sentence_list_45 	 talks_about 	 Feeler Arm Power Switch
sentence_list_46 	 talks_about 	 To turn the automatic icemaker On/Off, press the power switch on the automatic icemaker to the ON ( | ) or OFF ( O ) position.
To turn the automatic icemaker On/Off, press the power switch on the automatic icemaker to the ON ( | ) or OFF ( O ) position. 	 talks_about 	 the automatic icemaker On/Off
To turn the automatic icemaker On/Off, press the power switch on the automatic icemaker to the ON ( | ) or OFF ( O ) position. 	 talks_about 	 press the power switch on the automatic icemaker to the ON | or OFF O position
the automatic icemaker On/Off 	 should_be_turned_by 	 press the power switch on the automatic icemaker to the ON | or OFF O position
sentence_list_47 	 talks_about 	 To turn the automatic icemaker On/Off, press the power switch on the automatic icemaker to the ON ( | ) or OFF ( O ) position.
sentence_list_48 	 talks_about 	 Keeping the power turned on to the icemaker before the water line is connected can damage the icemaker.
sentence_list_48 	 talks_about 	 The the icemaker water valve buzzes as the icemaker fills with water.
sentence_list_48 	 talks_about 	 If the the icemaker power button is in the ON position, the icemaker power button will buzz even if the icemaker power button has not yet been hooked up to water.
sentence_list_48 	 talks_about 	 To stop buzz, press the icemaker power button to turn the icemaker power button off.
To stop buzz, press the icemaker power button to turn the icemaker power button off. 	 talks_about 	 buzz
To stop buzz, press the icemaker power button to turn the icemaker power button off. 	 talks_about 	 press the icemaker power button to turn the icemaker power button off
buzz 	 should_be_stopped_by 	 press the icemaker power button to turn the icemaker power button off
sentence_list_48 	 talks_about 	 You will hear the sound of ice dropping into the bin and water running in the pipes as the icemaker refills.
Keeping the power turned on to the icemaker before the water line is connected can damage the icemaker. 	 talks_about 	 the water line is connected
Keeping the power turned on to the icemaker before the water line is connected can damage the icemaker. 	 talks_about 	 Keeping the power turned on to the icemaker can damage the icemaker
Keeping the power turned on to the icemaker can damage the icemaker 	 Precedence 	 the water line is connected
The the icemaker water valve buzzes as the icemaker fills with water. 	 talks_about 	 as the icemaker fills with water
The the icemaker water valve buzzes as the icemaker fills with water. 	 talks_about 	 The the icemaker water valve buzzes
If the the icemaker power button is in the ON position, the icemaker power button will buzz even if the icemaker power button has not yet been hooked up to water. 	 talks_about 	 the the icemaker power button is in the ON position
If the the icemaker power button is in the ON position, the icemaker power button will buzz even if the icemaker power button has not yet been hooked up to water. 	 talks_about 	 the icemaker power button will buzz even if the icemaker power button has not yet been hooked up to water
the icemaker power button will buzz even if the icemaker power button has not yet been hooked up to water 	 Condition 	 the the icemaker power button is in the ON position
the the icemaker power button is in the ON position 	 Follows 	 the icemaker power button will buzz even if the icemaker power button has not yet been hooked up to water
You will hear the sound of ice dropping into the bin and water running in the pipes as the icemaker refills. 	 talks_about 	 as the icemaker refills
You will hear the sound of ice dropping into the bin and water running in the pipes as the icemaker refills. 	 talks_about 	 You will hear the sound of ice dropping into the bin and water running in the pipes
the icemaker power button will buzz even if the icemaker power button has not yet been hooked up to water 	 talks_about 	 even if the icemaker power button has not yet been hooked up to water
the icemaker power button will buzz even if the icemaker power button has not yet been hooked up to water 	 talks_about 	 the icemaker power button will buzz
Keeping the power turned on to the icemaker can damage the icemaker 	 talks_about 	 Keeping the power
Keeping the power turned on to the icemaker can damage the icemaker 	 talks_about 	 the icemaker
Keeping the power 	 turned_on_to 	 the icemaker
as the icemaker fills with water 	 talks_about 	 the icemaker
as the icemaker fills with water 	 talks_about 	 water
the icemaker 	 fills_with 	 water
the the icemaker power button is in the ON position 	 talks_about 	 the the icemaker power button
the the icemaker power button is in the ON position 	 talks_about 	 the ON position
the the icemaker power button 	 is_in 	 the ON position
You will hear the sound of ice dropping into the bin and water running in the pipes 	 talks_about 	 the sound of ice dropping into the bin
You will hear the sound of ice dropping into the bin and water running in the pipes 	 talks_about 	 the sound of ice
You will hear the sound of ice dropping into the bin and water running in the pipes 	 talks_about 	 the pipes
You will hear the sound of ice dropping into the bin and water running in the pipes 	 talks_about 	 the water
You will hear the sound of ice dropping into the bin and water running in the pipes 	 talks_about 	 the sound of ice dropping into the water
the sound of ice 	 running_in 	 the pipes
the water 	 running_in 	 the pipes
sentence_list_49 	 talks_about 	 Set the icemaker power button to OFF and shut off the water supply to the refrigerator.
sentence_list_49 	 talks_about 	 If the ambient temperature will drop below freezing, have a qualified technician drain the water supply system to prevent serious property damage due to flooding caused by ruptured water lines or connections.
sentence_list_49 	 talks_about 	 The ice bin should be emptied any time the icemaker power button is turned to the OFF position.
If the ambient temperature will drop below freezing, have a qualified technician drain the water supply system to prevent serious property damage due to flooding caused by ruptured water lines or connections. 	 talks_about 	 the ambient temperature will drop below freezing
If the ambient temperature will drop below freezing, have a qualified technician drain the water supply system to prevent serious property damage due to flooding caused by ruptured water lines or connections. 	 talks_about 	 have a qualified technician drain the water supply system to prevent serious property damage due to flooding caused by ruptured water lines or connections
have a qualified technician drain the water supply system to prevent serious property damage due to flooding caused by ruptured water lines or connections 	 Condition 	 the ambient temperature will drop below freezing
the ambient temperature will drop below freezing 	 Follows 	 have a qualified technician drain the water supply system to prevent serious property damage due to flooding caused by ruptured water lines or connections
The ice bin should be emptied any time the icemaker power button is turned to the OFF position. 	 talks_about 	 the icemaker power button is turned to the OFF position
The ice bin should be emptied any time the icemaker power button is turned to the OFF position. 	 talks_about 	 The ice bin should be emptied any time
the ambient temperature will drop below freezing 	 talks_about 	 the ambient temperature
the ambient temperature will drop below freezing 	 talks_about 	 freezing
the ambient temperature 	 will_drop_below 	 freezing
have a qualified technician drain the water supply system to prevent serious property damage due to flooding caused by ruptured water lines or connections 	 talks_about 	 the water supply system
have a qualified technician drain the water supply system to prevent serious property damage due to flooding caused by ruptured water lines or connections 	 talks_about 	 serious property damage due to flooding
have a qualified technician drain the water supply system to prevent serious property damage due to flooding caused by ruptured water lines or connections 	 talks_about 	 flooding
have a qualified technician drain the water supply system to prevent serious property damage due to flooding caused by ruptured water lines or connections 	 talks_about 	 ruptured water lines or connections
the water supply system 	 to_prevent 	 serious property damage due to flooding
flooding 	 caused_by 	 ruptured water lines or connections
the icemaker power button is turned to the OFF position 	 talks_about 	 the icemaker power button
the icemaker power button is turned to the OFF position 	 talks_about 	 the OFF position
the icemaker power button 	 is_turned_to 	 the OFF position
The ice bin should be emptied any time 	 talks_about 	 The ice bin
The ice bin should be emptied any time 	 talks_about 	 any time
The ice bin 	 should_be_emptied 	 any time
sentence_list_50 	 talks_about 	 Wrap or store food in the refrigerator in airtight and moisture-proof material unless otherwise noted.
sentence_list_50 	 talks_about 	 Wrap prevents food odor and taste transfer throughout the refrigerator.
sentence_list_50 	 talks_about 	 date code should be checked to ensure freshness For dated products
Wrap or store food in the refrigerator in airtight and moisture-proof material unless otherwise noted. 	 talks_about 	 noted
Wrap or store food in the refrigerator in airtight and moisture-proof material unless otherwise noted. 	 talks_about 	 Wrap or store food in the refrigerator in airtight and moisture-proof material
Wrap or store food in the refrigerator in airtight and moisture-proof material 	 unless_otherwise 	 noted
Wrap or store food in the refrigerator in airtight and moisture-proof material 	 paraphrase 	 food should be stored Wrap or in the refrigerator in airtight and moisture-proof material
food should be stored Wrap or in the refrigerator in airtight and moisture-proof material 	 talks_about 	 food
food should be stored Wrap or in the refrigerator in airtight and moisture-proof material 	 talks_about 	 Wrap or in the refrigerator in airtight and moisture-proof material
food 	 should_be_stored 	 Wrap or in the refrigerator in airtight and moisture-proof material
Wrap prevents food odor and taste transfer throughout the refrigerator. 	 talks_about 	 Wrap
Wrap prevents food odor and taste transfer throughout the refrigerator. 	 talks_about 	 the refrigerator
Wrap prevents food odor and taste transfer throughout the refrigerator. 	 talks_about 	 food odor
Wrap prevents food odor and taste transfer throughout the refrigerator. 	 talks_about 	 taste transfer throughout the refrigerator
Wrap 	 prevents_food_odor_throughout 	 the refrigerator
Wrap 	 prevents 	 food odor
Wrap 	 prevents 	 taste transfer throughout the refrigerator
date code should be checked to ensure freshness For dated products 	 talks_about 	 date code
date code should be checked to ensure freshness For dated products 	 talks_about 	 ensure freshness For dated products
date code 	 should_be_checked_to 	 ensure freshness For dated products
food should be stored Wrap or in the refrigerator in airtight and moisture-proof material 	 talks_about 	 Wrap
food 	 should_be_stored 	 Wrap
sentence_list_51 	 talks_about 	 Do not overfill or pack items too tightly into door bins.
sentence_list_51 	 talks_about 	 Doing so may cause damage to the bin or personal injury if items are removed with excessive force.
sentence_list_51 	 talks_about 	 Do not store glass containers in the freezer.
sentence_list_51 	 talks_about 	 Contents may expand when frozen, break the container and cause injury.
Doing so may cause damage to the bin or personal injury if items are removed with excessive force. 	 talks_about 	 items are removed with excessive force
Doing so may cause damage to the bin or personal injury if items are removed with excessive force. 	 talks_about 	 Doing so may cause damage to the bin or personal injury
Doing so may cause damage to the bin or personal injury 	 Condition 	 items are removed with excessive force
items are removed with excessive force 	 Follows 	 Doing so may cause damage to the bin or personal injury
Do not store glass containers in the freezer. 	 paraphrase 	 glass containers should not be stored in the freezer
glass containers should not be stored in the freezer 	 talks_about 	 glass containers
glass containers should not be stored in the freezer 	 talks_about 	 in the freezer
glass containers 	 should_not_be_stored 	 in the freezer
Contents may expand when frozen, break the container and cause injury. 	 talks_about 	 frozen
Contents may expand when frozen, break the container and cause injury. 	 talks_about 	 Contents may expand, break the container and cause injury
Contents may expand , break the container and cause injury 	 Synchronous 	 frozen
glass containers should not be stored in the freezer 	 talks_about 	 the freezer
glass containers 	 should_not_be_stored_in 	 the freezer
items are removed with excessive force 	 talks_about 	 items
items are removed with excessive force 	 talks_about 	 excessive force
items 	 are_removed_with 	 excessive force
Doing so may cause damage to the bin or personal injury 	 talks_about 	 Doing so
Doing so may cause damage to the bin or personal injury 	 talks_about 	 damage to the bin or personal injury
Doing so 	 may_cause 	 damage to the bin or personal injury
sentence_list_52 	 talks_about 	 Keep opened butter in covered dish or closed compartment.
sentence_list_52 	 talks_about 	 When storing an extra supply, wrap in freezer packaging and freeze.
Keep opened butter in covered dish or closed compartment. 	 paraphrase 	 butter should be kept opened in covered dish or closed compartment
butter should be kept opened in covered dish or closed compartment 	 talks_about 	 butter
butter should be kept opened in covered dish or closed compartment 	 talks_about 	 opened in covered dish or closed compartment
butter 	 should_be_kept 	 opened in covered dish or closed compartment
When storing an extra supply, wrap in freezer packaging and freeze. 	 talks_about 	 storing an extra supply
When storing an extra supply, wrap in freezer packaging and freeze. 	 talks_about 	 wrap in freezer packaging and freeze
wrap in freezer packaging and freeze 	 Synchronous 	 storing an extra supply
butter should be kept opened in covered dish or closed compartment 	 talks_about 	 covered dish or closed compartment
butter 	 opened_in 	 covered dish or closed compartment
sentence_list_53 	 talks_about 	 Store in original wrapping until used.
sentence_list_53 	 talks_about 	 Once opened, rewrap tightly in plastic wrap or aluminum foil.
Once opened, rewrap tightly in plastic wrap or aluminum foil. 	 talks_about 	 opened
Once opened, rewrap tightly in plastic wrap or aluminum foil. 	 talks_about 	 rewrap tightly in plastic wrap or aluminum foil
rewrap tightly in plastic wrap or aluminum foil 	 Succession 	 opened
sentence_list_54 	 talks_about 	 Wipe milk cartons.
sentence_list_54 	 talks_about 	 For coldest milk, place containers on an interior shelf.
Wipe milk cartons. 	 paraphrase 	 milk cartons should be wiped 
sentence_list_55 	 talks_about 	 Store in original carton on interior shelf, not on door shelf.
sentence_list_56 	 talks_about 	 Do not wash or hull fruit until fruit is ready to be used.
sentence_list_56 	 talks_about 	 Sort and keep fruit in original container in a crisper, or store in completely closed paper bag on refrigerator shelf.
Do not wash or hull fruit until fruit is ready to be used. 	 talks_about 	 fruit is ready to be used
Do not wash or hull fruit until fruit is ready to be used. 	 talks_about 	 Do not wash or hull fruit
Do not wash or hull fruit 	 Precedence 	 fruit is ready to be used
fruit is ready to be used 	 talks_about 	 fruit
fruit is ready to be used 	 talks_about 	 ready to be used
fruit 	 is 	 ready to be used
sentence_list_57 	 talks_about 	 Remove store wrapping, trim or tear off bruised and discolored areas, wash in cold water, and drain.
sentence_list_57 	 talks_about 	 Place in plastic bag or plastic container and store in crisper.
sentence_list_58 	 talks_about 	 Place in plastic bags or plastic container and store in crisper.
sentence_list_59 	 talks_about 	 Freeze fresh fish and shellfish if fresh fish and shellfish are not being eaten the same day purchased.
sentence_list_59 	 talks_about 	 Eating fresh fish and shellfish the same day purchased is recommended.
Freeze fresh fish and shellfish if fresh fish and shellfish are not being eaten the same day purchased. 	 talks_about 	 fresh fish and shellfish are not being eaten the same day purchased
Freeze fresh fish and shellfish if fresh fish and shellfish are not being eaten the same day purchased. 	 talks_about 	 Freeze fresh fish and shellfish
Freeze fresh fish and shellfish 	 Condition 	 fresh fish and shellfish are not being eaten the same day purchased
fresh fish and shellfish are not being eaten the same day purchased 	 Follows 	 Freeze fresh fish and shellfish
Freeze fresh fish and shellfish 	 paraphrase 	 fresh fish and shellfish should be frozen 
Eating fresh fish and shellfish the same day purchased is recommended. 	 talks_about 	 the same day purchased
Eating fresh fish and shellfish the same day purchased is recommended. 	 talks_about 	 shellfish
the same day purchased 	 is_recommended 	 shellfish
fresh fish and shellfish are not being eaten the same day purchased 	 talks_about 	 shellfish
fresh fish and shellfish are not being eaten the same day purchased 	 talks_about 	 the same day
fresh fish and shellfish are not being eaten the same day purchased 	 talks_about 	 fresh fish
shellfish 	 are_not_being_eaten 	 the same day
fresh fish 	 are_not_being_eaten 	 the same day
sentence_list_60 	 talks_about 	 Cover leftovers with plastic wrap or aluminum foil, or store in plastic containers with tight lids.
sentence_list_61 	 talks_about 	 Check a freezer guide or a reliable cookbook for further information about preparing food for freezing or food storage times.
