REFRIGERATOR 	 OPERATION.Before_Use.Checklist 	 Clean the refrigerator
sentence_list_rgxf9q 	 talks_about 	 Insert the clip on the joint to fasten the water supply tube in place.
sentence_list_rgxf9q 	 talks_about 	 Disassembling/Assembling the Water Lines e Collet f Tube g Insert line h Clip Gently press the collet d and insert the water supply tube until only one line shows on the water supply tube.
sentence_list_rgxf9q 	 talks_about 	 Set the cover i in place.
sentence_list_rgxf9q 	 talks_about 	 Insert and tighten the cover screw j.
Make sure that the plastic sleeve is inserted in the bottom of Left Refrigerator Door. 	 talks_about 	 the plastic sleeve is inserted in the bottom of Left Refrigerator Door
Make sure that the plastic sleeve is inserted in the bottom of Left Refrigerator Door. 	 talks_about 	 Make sure
Make sure 	 that 	 the plastic sleeve is inserted in the bottom of Left Refrigerator Door
Install Left Refrigerator Door onto the middle hinge. 	 paraphrase 	 Left Refrigerator Door should be installed onto the middle hinge
Left Refrigerator Door should be installed onto the middle hinge 	 talks_about 	 Left Refrigerator Door
Left Refrigerator Door should be installed onto the middle hinge 	 talks_about 	 onto the middle hinge
Left Refrigerator Door 	 should_be_installed 	 onto the middle hinge
Rotate the hinge lever latch b clockwise and fasten the middle hinge. 	 paraphrase 	 the hinge lever latch should be rotated b clockwise and fasten
the hinge lever latch should be rotated b clockwise and fasten 	 talks_about 	 the hinge lever latch
the hinge lever latch should be rotated b clockwise and fasten 	 talks_about 	 b clockwise and fasten
the hinge lever latch 	 should_be_rotated 	 b clockwise and fasten
Connect all the wire harnesses and the ground screw. 	 paraphrase 	 all the wire harnesses and the ground screw should be connected
Hold the water supply connection and gently push in the collet d to connect the water supply line as shown. 	 talks_about 	 as shown
Hold the water supply connection and gently push in the collet d to connect the water supply line as shown. 	 talks_about 	 Hold the water supply connection and gently push in the collet d to connect the water supply line
Insert the water supply tube at least 5/8 inch ( 15 mm ) into the connector. 	 paraphrase 	 the water supply tube should be inserted at least 5/8 inch 15 mm into the connector
the water supply tube should be inserted at least 5/8 inch 15 mm into the connector 	 talks_about 	 the water supply tube
the water supply tube should be inserted at least 5/8 inch 15 mm into the connector 	 talks_about 	 at least 5/8 inch 15 mm into the connector
the water supply tube 	 should_be_inserted 	 at least 5/8 inch 15 mm into the connector
Insert the clip on the joint to fasten the water supply tube in place. 	 paraphrase 	 the clip on the joint should be inserted to fasten the water supply tube in place
the clip on the joint should be inserted to fasten the water supply tube in place 	 talks_about 	 the clip on the joint
the clip on the joint should be inserted to fasten the water supply tube in place 	 talks_about 	 to fasten the water supply tube in place
the clip on the joint 	 should_be_inserted 	 to fasten the water supply tube in place
Disassembling/Assembling the Water Lines e Collet f Tube g Insert line h Clip Gently press the collet d and insert the water supply tube until only one line shows on the water supply tube. 	 talks_about 	 only one line shows on the water supply tube
Disassembling/Assembling the Water Lines e Collet f Tube g Insert line h Clip Gently press the collet d and insert the water supply tube until only one line shows on the water supply tube. 	 talks_about 	 Disassembling/Assembling the Water Lines e Collet f Tube g Insert line h Clip Gently press the collet d and insert the water supply tube
Disassembling / Assembling the Water Lines e Collet f Tube g Insert line h Clip Gently press the collet d and insert the water supply tube 	 succeded_by 	 only one line shows on the water supply tube
only one line shows on the water supply tube 	 preceded_by 	 Disassembling / Assembling the Water Lines e Collet f Tube g Insert line h Clip Gently press the collet d and insert the water supply tube
Set the cover i in place. 	 paraphrase 	 the cover i should be set in place
the cover i should be set in place 	 talks_about 	 the cover i
the cover i should be set in place 	 talks_about 	 in place
the cover i 	 should_be_set 	 in place
Left Refrigerator Door should be installed onto the middle hinge 	 talks_about 	 the middle hinge
the middle hinge 	 should_be_installed_onto_reverse 	 Left Refrigerator Door
Left Refrigerator Door 	 should_be_installed_onto 	 the middle hinge
the hinge lever latch should be rotated b clockwise and fasten 	 talks_about 	 b
the hinge lever latch 	 should_be_rotated_clockwise 	 b
b 	 should_be_rotated_clockwise_reverse 	 the hinge lever latch
the water supply tube should be inserted at least 5/8 inch 15 mm into the connector 	 talks_about 	 the connector
the connector 	 should_be_inserted_into_reverse 	 the water supply tube
the water supply tube 	 should_be_inserted_into 	 the connector
the clip on the joint should be inserted to fasten the water supply tube in place 	 talks_about 	 fasten the water supply tube in place
fasten the water supply tube in place 	 should_be_inserted_to_reverse 	 the clip on the joint
the clip on the joint 	 should_be_inserted_to 	 fasten the water supply tube in place
the cover i should be set in place 	 talks_about 	 place
the plastic sleeve is inserted in the bottom of Left Refrigerator Door 	 talks_about 	 the plastic sleeve
the plastic sleeve is inserted in the bottom of Left Refrigerator Door 	 talks_about 	 the bottom of Left Refrigerator Door
the plastic sleeve 	 is_inserted_in 	 the bottom of Left Refrigerator Door
the bottom of Left Refrigerator Door 	 is_inserted_in_reverse 	 the plastic sleeve
only one line shows on the water supply tube 	 talks_about 	 the water supply tube
only one line shows on the water supply tube 	 talks_about 	 only one line
the water supply tube 	 shows_on_reverse 	 only one line
only one line 	 shows_on 	 the water supply tube
Disassembling/Assembling the Water Lines e Collet f Tube g Insert line h Clip Gently press the collet d and insert the water supply tube 	 talks_about 	 the Water Lines
Disassembling/Assembling the Water Lines e Collet f Tube g Insert line h Clip Gently press the collet d and insert the water supply tube 	 talks_about 	 Collet f Tube g Insert line h Clip Gently insert the water supply tube
Disassembling/Assembling the Water Lines e Collet f Tube g Insert line h Clip Gently press the collet d and insert the water supply tube 	 talks_about 	 Collet f Tube g Insert line h Clip Gently press the collet d
the Water Lines 	 e 	 Collet f Tube g Insert line h Clip Gently insert the water supply tube
Collet f Tube g Insert line h Clip Gently insert the water supply tube 	 e_reverse 	 the Water Lines
the Water Lines 	 e 	 Collet f Tube g Insert line h Clip Gently press the collet d
Collet f Tube g Insert line h Clip Gently press the collet d 	 e_reverse 	 the Water Lines
sentence_list_6p89z0 	 talks_about 	 the second freezer drawer should be removed in the same way For models with two freezer drawers
sentence_list_vidfnt 	 talks_about 	 Use two or more people to remove and install the refrigerator doors and freezer drawer.
sentence_list_vidfnt 	 talks_about 	 Be careful of sharp hinges on both sides of Freezer Drawer.
sentence_list_vidfnt 	 talks_about 	 When you lay Freezer Drawer down, be careful not to damage the floor.
sentence_list_vidfnt 	 talks_about 	 Do not sit or stand on Freezer Drawer.
sentence_list_vidfnt 	 talks_about 	 To prevent accidents, keep children and pets away from Freezer Drawer.
To prevent accidents, keep children and pets away from Freezer Drawer. 	 talks_about 	 accidents
To prevent accidents, keep children and pets away from Freezer Drawer. 	 talks_about 	 keep children and pets away from Freezer Drawer
accidents 	 should_be_prevented_by 	 keep children and pets away from Freezer Drawer
sentence_list_vidfnt 	 talks_about 	 Do not leave Freezer Drawer open.
sentence_list_vidfnt 	 talks_about 	 If the Durabase storage bin is removed from Freezer Drawer, there is sufficient space for a small child or pet to crawl inside.
When you lay Freezer Drawer down, be careful not to damage the floor. 	 talks_about 	 you lay Freezer Drawer down
When you lay Freezer Drawer down, be careful not to damage the floor. 	 talks_about 	 be careful not to damage the floor
be careful not to damage the floor 	 Synchronous 	 you lay Freezer Drawer down
you lay Freezer Drawer down 	 Synchronous 	 be careful not to damage the floor
Do not leave Freezer Drawer open. 	 paraphrase 	 Freezer Drawer should not be leaved open
Freezer Drawer should not be leaved open 	 talks_about 	 Freezer Drawer
If the Durabase storage bin is removed from Freezer Drawer, there is sufficient space for a small child or pet to crawl inside. 	 talks_about 	 the Durabase storage bin is removed from Freezer Drawer
If the Durabase storage bin is removed from Freezer Drawer, there is sufficient space for a small child or pet to crawl inside. 	 talks_about 	 there is sufficient space for a small child or pet to crawl inside
there is sufficient space for a small child or pet to crawl inside 	 Condition 	 the Durabase storage bin is removed from Freezer Drawer
the Durabase storage bin is removed from Freezer Drawer 	 Follows 	 there is sufficient space for a small child or pet to crawl inside
there is sufficient space for a small child or pet to crawl inside 	 talks_about 	 for a small child or pet to crawl inside
there is sufficient space for a small child or pet to crawl inside 	 talks_about 	 there is sufficient space
you lay Freezer Drawer down 	 talks_about 	 Freezer Drawer
the Durabase storage bin is removed from Freezer Drawer 	 talks_about 	 Freezer Drawer
the Durabase storage bin is removed from Freezer Drawer 	 talks_about 	 the Durabase storage bin
Freezer Drawer 	 is_removed_from_reverse 	 the Durabase storage bin
the Durabase storage bin 	 is_removed_from 	 Freezer Drawer
sentence_list_2rmdnd 	 talks_about 	 Pull Freezer Drawer open to full extension.
sentence_list_2rmdnd 	 talks_about 	 Gently lift and pull out the ice bin.
sentence_list_2rmdnd 	 talks_about 	 Lift the front of Freezer Drawer up, then pull Freezer Drawer straight out.
sentence_list_2rmdnd 	 talks_about 	 Remove the Durabase basket from the rails.
sentence_list_2rmdnd 	 talks_about 	 Remove the screws from the rails at both ends.
sentence_list_2rmdnd 	 talks_about 	 caution Do not hold the handle when removing or replacing Freezer Drawer.
sentence_list_2rmdnd 	 talks_about 	 the handle may come off, causing personal injury.
sentence_list_2rmdnd 	 talks_about 	 Hold both rails and push both rails in simultaneously.
Remove the Durabase basket from the rails. 	 paraphrase 	 the Durabase basket should be removed from the rails
the Durabase basket should be removed from the rails 	 talks_about 	 the Durabase basket
the Durabase basket should be removed from the rails 	 talks_about 	 from the rails
the Durabase basket 	 should_be_removed 	 from the rails
Remove the screws from the rails at both ends. 	 paraphrase 	 the screws should be removed from the rails at both ends
the screws should be removed from the rails at both ends 	 talks_about 	 the screws
the screws should be removed from the rails at both ends 	 talks_about 	 from the rails at both ends
the screws 	 should_be_removed 	 from the rails at both ends
caution Do not hold the handle when removing or replacing Freezer Drawer. 	 talks_about 	 removing or replacing Freezer Drawer
caution Do not hold the handle when removing or replacing Freezer Drawer. 	 talks_about 	 caution Do not hold the handle
caution Do not hold the handle 	 Synchronous 	 removing or replacing Freezer Drawer
removing or replacing Freezer Drawer 	 Synchronous 	 caution Do not hold the handle
the Durabase basket should be removed from the rails 	 talks_about 	 the rails
the rails 	 should_be_removed_from_reverse 	 the Durabase basket
the Durabase basket 	 should_be_removed_from 	 the rails
the screws should be removed from the rails at both ends 	 talks_about 	 the rails at both ends
the rails at both ends 	 should_be_removed_from_reverse 	 the screws
the screws 	 should_be_removed_from 	 the rails at both ends
the handle may come off, causing personal injury. 	 talks_about 	 the handle
the handle may come off, causing personal injury. 	 talks_about 	 personal injury
the handle may come off, causing personal injury. 	 talks_about 	 causing personal injury
the handle 	 causing 	 personal injury
personal injury 	 causing_reverse 	 the handle
the handle 	 may_come_off 	 causing personal injury
causing personal injury 	 may_come_off_reverse 	 the handle
caution Do not hold the handle 	 talks_about 	 caution
caution Do not hold the handle 	 talks_about 	 the handle
caution 	 Do_not_hold 	 the handle
the handle 	 Do_not_hold_reverse 	 caution
sentence_list_w2w2ul 	 talks_about 	 Pull out both rails simultaneously, until both rails are fully extended.
sentence_list_w2w2ul 	 talks_about 	 caution Do not hold the handle when removing or replacing Freezer Drawer.
sentence_list_w2w2ul 	 talks_about 	 the handle may come off, causing personal injury.
sentence_list_w2w2ul 	 talks_about 	 Lower the door into the door final position and insert the screws in the rails on both sides.
sentence_list_w2w2ul 	 talks_about 	 Insert Freezer Drawer into the frame, and push Freezer Drawer back until Freezer Drawer clicks into place.
sentence_list_w2w2ul 	 talks_about 	 Replace the ice bin in Freezer Drawer.
sentence_list_w2w2ul 	 talks_about 	 Insert the Durabase basket in the rail assembly.
Pull out both rails simultaneously, until both rails are fully extended. 	 talks_about 	 both rails are fully extended
Pull out both rails simultaneously, until both rails are fully extended. 	 talks_about 	 Pull out both rails simultaneously,
Pull out both rails simultaneously , 	 succeded_by 	 both rails are fully extended
both rails are fully extended 	 preceded_by 	 Pull out both rails simultaneously ,
Insert Freezer Drawer into the frame, and push Freezer Drawer back until Freezer Drawer clicks into place. 	 talks_about 	 Freezer Drawer clicks into place
Insert Freezer Drawer into the frame, and push Freezer Drawer back until Freezer Drawer clicks into place. 	 talks_about 	 Insert Freezer Drawer into the frame, and push Freezer Drawer back
Insert Freezer Drawer into the frame , and push Freezer Drawer back 	 succeded_by 	 Freezer Drawer clicks into place
Freezer Drawer clicks into place 	 preceded_by 	 Insert Freezer Drawer into the frame , and push Freezer Drawer back
Replace the ice bin in Freezer Drawer. 	 paraphrase 	 the ice bin should be replaced in Freezer Drawer
the ice bin should be replaced in Freezer Drawer 	 talks_about 	 the ice bin
the ice bin should be replaced in Freezer Drawer 	 talks_about 	 in Freezer Drawer
the ice bin 	 should_be_replaced 	 in Freezer Drawer
Insert the Durabase basket in the rail assembly. 	 paraphrase 	 the Durabase basket should be inserted in the rail assembly
the Durabase basket should be inserted in the rail assembly 	 talks_about 	 the Durabase basket
the Durabase basket should be inserted in the rail assembly 	 talks_about 	 in the rail assembly
the Durabase basket 	 should_be_inserted 	 in the rail assembly
Pull out both rails simultaneously , 	 paraphrase 	 both rails should be pulled out simultaneously
both rails should be pulled out simultaneously 	 talks_about 	 both rails
both rails should be pulled out simultaneously 	 talks_about 	 out simultaneously
both rails 	 should_be_pulled 	 out simultaneously
the ice bin should be replaced in Freezer Drawer 	 talks_about 	 Freezer Drawer
the ice bin 	 should_be_replaced_in 	 Freezer Drawer
Freezer Drawer 	 should_be_replaced_in_reverse 	 the ice bin
the Durabase basket should be inserted in the rail assembly 	 talks_about 	 the rail assembly
the Durabase basket 	 should_be_inserted_in 	 the rail assembly
the rail assembly 	 should_be_inserted_in_reverse 	 the Durabase basket
Freezer Drawer clicks into place 	 talks_about 	 place
Freezer Drawer clicks into place 	 talks_about 	 Freezer Drawer
place 	 clicks_into_reverse 	 Freezer Drawer
Freezer Drawer 	 clicks_into 	 place
Insert Freezer Drawer into the frame, and push Freezer Drawer back 	 talks_about 	 Insert Freezer Drawer into the frame
Insert Freezer Drawer into the frame, and push Freezer Drawer back 	 talks_about 	 back
Insert Freezer Drawer into the frame, and push Freezer Drawer back 	 talks_about 	 Freezer Drawer
Insert Freezer Drawer into the frame 	 push_Freezer_Drawer 	 back
Insert Freezer Drawer into the frame 	 push 	 Freezer Drawer
Freezer Drawer 	 push_reverse 	 Insert Freezer Drawer into the frame
back 	 push_Freezer_Drawer_reverse 	 Insert Freezer Drawer into the frame
sentence_list_s5ofzy 	 talks_about 	 This water line installation is not covered by the refrigerator warranty.
sentence_list_s5ofzy 	 talks_about 	 Follow these instructions carefully to minimize the risk of expensive water damage.
sentence_list_s5ofzy 	 talks_about 	 If necessary, call a qualified plumber to correct water hammer before installing the water supply line to the refrigerator.
sentence_list_s5ofzy 	 talks_about 	 Water banging in the pipes ( water hammer ) in residential plumbing can cause damage to refrigerator parts and lead to water leakage or flooding.
sentence_list_s5ofzy 	 talks_about 	 Turn the icemaker OFF if the refrigerator will be used before the water line is connected.
sentence_list_s5ofzy 	 talks_about 	 Do not install the icemaker tubing in areas where the ambient temperatures fall below freezing.
Follow these instructions carefully to minimize the risk of expensive water damage. 	 paraphrase 	 these instructions should be followed carefully to minimize the risk of expensive water damage
these instructions should be followed carefully to minimize the risk of expensive water damage 	 talks_about 	 these instructions
these instructions should be followed carefully to minimize the risk of expensive water damage 	 talks_about 	 carefully to minimize the risk of expensive water damage
these instructions 	 should_be_followed 	 carefully to minimize the risk of expensive water damage
If necessary, call a qualified plumber to correct water hammer before installing the water supply line to the refrigerator. 	 talks_about 	 call a qualified plumber to correct water hammer before installing the water supply line to the refrigerator
Turn the icemaker OFF if the refrigerator will be used before the water line is connected. 	 talks_about 	 the refrigerator will be used before the water line is connected
Turn the icemaker OFF if the refrigerator will be used before the water line is connected. 	 talks_about 	 Turn the icemaker OFF
Turn the icemaker OFF 	 Condition 	 the refrigerator will be used before the water line is connected
the refrigerator will be used before the water line is connected 	 Follows 	 Turn the icemaker OFF
Do not install the icemaker tubing in areas where the ambient temperatures fall below freezing. 	 talks_about 	 where the ambient temperatures fall below freezing
Do not install the icemaker tubing in areas where the ambient temperatures fall below freezing. 	 talks_about 	 Do not install the icemaker tubing in areas
call a qualified plumber to correct water hammer before installing the water supply line to the refrigerator 	 talks_about 	 to correct water hammer
call a qualified plumber to correct water hammer before installing the water supply line to the refrigerator 	 talks_about 	 call a qualified plumber before installing the water supply line to the refrigerator
the refrigerator will be used before the water line is connected 	 talks_about 	 the water line is connected
the refrigerator will be used before the water line is connected 	 talks_about 	 the refrigerator will be used
the refrigerator will be used 	 succeded_by 	 the water line is connected
the water line is connected 	 preceded_by 	 the refrigerator will be used
Turn the icemaker OFF 	 paraphrase 	 the icemaker should be turned OFF
the icemaker should be turned OFF 	 talks_about 	 the icemaker
Do not install the icemaker tubing in areas 	 paraphrase 	 the icemaker tubing should not be installed in areas
the icemaker tubing should not be installed in areas 	 talks_about 	 the icemaker tubing
the icemaker tubing should not be installed in areas 	 talks_about 	 in areas
the icemaker tubing 	 should_not_be_installed 	 in areas
call a qualified plumber before installing the water supply line to the refrigerator 	 paraphrase 	 a qualified plumber should be called before installing the water supply line to the refrigerator
a qualified plumber should be called before installing the water supply line to the refrigerator 	 talks_about 	 a qualified plumber
a qualified plumber should be called before installing the water supply line to the refrigerator 	 talks_about 	 before installing the water supply line to the refrigerator
a qualified plumber 	 should_be_called 	 before installing the water supply line to the refrigerator
This water line installation is not covered by the refrigerator warranty. 	 talks_about 	 This water line installation
This water line installation is not covered by the refrigerator warranty. 	 talks_about 	 the refrigerator warranty
This water line installation 	 is_not_covered_by 	 the refrigerator warranty
the refrigerator warranty 	 is_not_covered_by_reverse 	 This water line installation
these instructions should be followed carefully to minimize the risk of expensive water damage 	 talks_about 	 minimize the risk of expensive water damage
minimize the risk of expensive water damage 	 should_be_followed_carefully_to_reverse 	 these instructions
these instructions 	 should_be_followed_carefully_to 	 minimize the risk of expensive water damage
Water banging in the pipes ( water hammer ) in residential plumbing can cause damage to refrigerator parts and lead to water leakage or flooding. 	 talks_about 	 Water banging in the pipes ( water hammer ) in residential plumbing
Water banging in the pipes ( water hammer ) in residential plumbing can cause damage to refrigerator parts and lead to water leakage or flooding. 	 talks_about 	 damage to refrigerator parts
Water banging in the pipes ( water hammer ) in residential plumbing can cause damage to refrigerator parts and lead to water leakage or flooding. 	 talks_about 	 water leakage or flooding
Water banging in the pipes ( water hammer ) in residential plumbing can cause damage to refrigerator parts and lead to water leakage or flooding. 	 talks_about 	 Water
Water banging in the pipes ( water hammer ) in residential plumbing can cause damage to refrigerator parts and lead to water leakage or flooding. 	 talks_about 	 residential plumbing
Water banging in the pipes ( water hammer ) in residential plumbing can cause damage to refrigerator parts and lead to water leakage or flooding. 	 talks_about 	 the pipes
Water banging in the pipes ( water hammer ) in residential plumbing 	 can_cause 	 damage to refrigerator parts
Water banging in the pipes ( water hammer ) in residential plumbing 	 lead_to 	 water leakage or flooding
Water 	 banging_in 	 residential plumbing
damage to refrigerator parts 	 can_cause_reverse 	 Water banging in the pipes ( water hammer ) in residential plumbing
residential plumbing 	 banging_in_reverse 	 Water
the pipes 	 banging_in_reverse 	 Water
Water 	 banging_in 	 the pipes
water leakage or flooding 	 lead_to_reverse 	 Water banging in the pipes ( water hammer ) in residential plumbing
where the ambient temperatures fall below freezing 	 talks_about 	 freezing
where the ambient temperatures fall below freezing 	 talks_about 	 the ambient temperatures
freezing 	 fall_below_reverse 	 the ambient temperatures
the ambient temperatures 	 fall_below 	 freezing
the icemaker tubing should not be installed in areas 	 talks_about 	 areas
the icemaker tubing 	 should_not_be_installed_in 	 areas
areas 	 should_not_be_installed_in_reverse 	 the icemaker tubing
a qualified plumber should be called before installing the water supply line to the refrigerator 	 talks_about 	 installing the water supply line to the refrigerator
a qualified plumber should be called before installing the water supply line to the refrigerator 	 talks_about 	 the refrigerator
a qualified plumber should be called before installing the water supply line to the refrigerator 	 talks_about 	 the water supply line
installing the water supply line to the refrigerator 	 should_be_called_before_reverse 	 a qualified plumber
a qualified plumber 	 before_installing_the_water_supply_line_to 	 the refrigerator
a qualified plumber 	 before_installing 	 the water supply line
the refrigerator 	 before_installing_the_water_supply_line_to_reverse 	 a qualified plumber
a qualified plumber 	 should_be_called_before 	 installing the water supply line to the refrigerator
the water supply line 	 before_installing_reverse 	 a qualified plumber
sentence_list_mvmrxd 	 talks_about 	 To prevent burns and product damage, only connect the refrigerator water line to a cold water supply.
To prevent burns and product damage, only connect the refrigerator water line to a cold water supply. 	 talks_about 	 burns and product damage
To prevent burns and product damage, only connect the refrigerator water line to a cold water supply. 	 talks_about 	 only connect the refrigerator water line to a cold water supply
burns and product damage 	 should_be_prevented_by 	 only connect the refrigerator water line to a cold water supply
sentence_list_mvmrxd 	 talks_about 	 Wear eye protection during installation to prevent injury.
Wear eye protection during installation to prevent injury. 	 paraphrase 	 eye protection should be worn during installation to prevent injury
eye protection should be worn during installation to prevent injury 	 talks_about 	 eye protection
eye protection should be worn during installation to prevent injury 	 talks_about 	 during installation to prevent injury
eye protection 	 should_be_worn 	 during installation to prevent injury
eye protection should be worn during installation to prevent injury 	 talks_about 	 prevent injury
eye protection should be worn during installation to prevent injury 	 talks_about 	 installation
prevent injury 	 should_be_worn_to_reverse 	 eye protection
installation 	 should_be_worn_during_reverse 	 eye protection
eye protection 	 should_be_worn_during 	 installation
eye protection 	 should_be_worn_to 	 prevent injury
sentence_list_gvsng0 	 talks_about 	 You will need a cold water supply.
sentence_list_gvsng0 	 talks_about 	 If the water pressure from the reverse osmosis system is less than 20 psi or 138 kPa or 1.4 kgf/cm ( takes more than 4 seconds to fill a cup of 7 oz or 198 cc capacity ) Check to see if the sediment filter in the reverse osmosis system is blocked.
sentence_list_gvsng0 	 talks_about 	 Replace the sediment filter in the reverse osmosis system if necessary.
sentence_list_gvsng0 	 talks_about 	 Allow the storage tank on the reverse osmosis system to refill after heavy usage.
sentence_list_gvsng0 	 talks_about 	 If the water pressure remains low, call a licensed, qualified plumber.
sentence_list_gvsng0 	 talks_about 	 All installations must be in accordance with local plumbing code requirements.
If the water pressure from the reverse osmosis system is less than 20 psi or 138 kPa or 1.4 kgf/cm ( takes more than 4 seconds to fill a cup of 7 oz or 198 cc capacity ) Check to see if the sediment filter in the reverse osmosis system is blocked. 	 talks_about 	 to fill a cup of 7 oz or 198 cc capacity
If the water pressure from the reverse osmosis system is less than 20 psi or 138 kPa or 1.4 kgf/cm ( takes more than 4 seconds to fill a cup of 7 oz or 198 cc capacity ) Check to see if the sediment filter in the reverse osmosis system is blocked. 	 talks_about 	 If the water pressure from the reverse osmosis system is less than 20 psi or 138 kPa or 1.4 kgf/cm takes more than 4 seconds Check to see if the sediment filter in the reverse osmosis system is blocked
Replace the sediment filter in the reverse osmosis system if necessary. 	 talks_about 	 Replace the sediment filter in the reverse osmosis system
Allow the storage tank on the reverse osmosis system to refill after heavy usage. 	 paraphrase 	 the storage tank on the reverse osmosis system should be allowed to refill after heavy usage
the storage tank on the reverse osmosis system should be allowed to refill after heavy usage 	 talks_about 	 the storage tank on the reverse osmosis system
the storage tank on the reverse osmosis system should be allowed to refill after heavy usage 	 talks_about 	 to refill after heavy usage
the storage tank on the reverse osmosis system 	 should_be_allowed 	 to refill after heavy usage
If the water pressure remains low, call a licensed, qualified plumber. 	 talks_about 	 the water pressure remains low
If the water pressure remains low, call a licensed, qualified plumber. 	 talks_about 	 call a licensed, qualified plumber
call a licensed , qualified plumber 	 Condition 	 the water pressure remains low
the water pressure remains low 	 Follows 	 call a licensed , qualified plumber
If the water pressure from the reverse osmosis system is less than 20 psi or 138 kPa or 1.4 kgf / cm takes more than 4 seconds Check to see if the sediment filter in the reverse osmosis system is blocked 	 talks_about 	 the sediment filter in the reverse osmosis system is blocked
If the water pressure from the reverse osmosis system is less than 20 psi or 138 kPa or 1.4 kgf / cm takes more than 4 seconds Check to see if the sediment filter in the reverse osmosis system is blocked 	 talks_about 	 If the water pressure from the reverse osmosis system is less than 20 psi or 138 kPa or 1.4 kgf/cm takes more than 4 seconds Check to see
If the water pressure from the reverse osmosis system is less than 20 psi or 138 kPa or 1.4 kgf / cm takes more than 4 seconds Check to see 	 Condition 	 the sediment filter in the reverse osmosis system is blocked
the sediment filter in the reverse osmosis system is blocked 	 Follows 	 If the water pressure from the reverse osmosis system is less than 20 psi or 138 kPa or 1.4 kgf / cm takes more than 4 seconds Check to see
Replace the sediment filter in the reverse osmosis system 	 paraphrase 	 the sediment filter should be replaced in the reverse osmosis system
the sediment filter should be replaced in the reverse osmosis system 	 talks_about 	 the sediment filter
the sediment filter should be replaced in the reverse osmosis system 	 talks_about 	 in the reverse osmosis system
the sediment filter 	 should_be_replaced 	 in the reverse osmosis system
call a licensed , qualified plumber 	 paraphrase 	 a licensed, qualified plumber should be called
If the water pressure from the reverse osmosis system is less than 20 psi or 138 kPa or 1.4 kgf / cm takes more than 4 seconds Check to see 	 talks_about 	 the water pressure from the reverse osmosis system is less than 20 psi or 138 kPa or 1.4 kgf/cm
If the water pressure from the reverse osmosis system is less than 20 psi or 138 kPa or 1.4 kgf / cm takes more than 4 seconds Check to see 	 talks_about 	 takes more than 4 seconds Check to see
takes more than 4 seconds Check to see 	 Condition 	 the water pressure from the reverse osmosis system is less than 20 psi or 138 kPa or 1.4 kgf / cm
the water pressure from the reverse osmosis system is less than 20 psi or 138 kPa or 1.4 kgf / cm 	 Follows 	 takes more than 4 seconds Check to see
takes more than 4 seconds Check to see 	 talks_about 	 to see
takes more than 4 seconds Check to see 	 talks_about 	 takes more than 4 seconds Check
You will need a cold water supply. 	 talks_about 	 a cold water supply
the storage tank on the reverse osmosis system should be allowed to refill after heavy usage 	 talks_about 	 heavy usage
the storage tank on the reverse osmosis system 	 to_refill_after 	 heavy usage
heavy usage 	 to_refill_after_reverse 	 the storage tank on the reverse osmosis system
All installations must be in accordance with local plumbing code requirements. 	 talks_about 	 accordance with local plumbing code requirements
All installations must be in accordance with local plumbing code requirements. 	 talks_about 	 All installations
accordance with local plumbing code requirements 	 must_be_in_reverse 	 All installations
All installations 	 must_be_in 	 accordance with local plumbing code requirements
the sediment filter should be replaced in the reverse osmosis system 	 talks_about 	 the reverse osmosis system
the reverse osmosis system 	 should_be_replaced_in_reverse 	 the sediment filter
the sediment filter 	 should_be_replaced_in 	 the reverse osmosis system
the water pressure remains low 	 talks_about 	 low
the water pressure remains low 	 talks_about 	 the water pressure
low 	 remains_reverse 	 the water pressure
the water pressure 	 remains 	 low
the water pressure from the reverse osmosis system is less than 20 psi or 138 kPa or 1.4 kgf/cm 	 talks_about 	 less than 20 psi
the water pressure from the reverse osmosis system is less than 20 psi or 138 kPa or 1.4 kgf/cm 	 talks_about 	 the water pressure from the reverse osmosis system
the water pressure from the reverse osmosis system is less than 20 psi or 138 kPa or 1.4 kgf/cm 	 talks_about 	 less than 20 psi or 138 kPa or 1.4 kgf
less than 20 psi 	 is_reverse 	 the water pressure from the reverse osmosis system
less than 20 psi or 138 kPa or 1.4 kgf 	 is_reverse 	 the water pressure from the reverse osmosis system
the water pressure from the reverse osmosis system 	 is 	 less than 20 psi or 138 kPa or 1.4 kgf
the water pressure from the reverse osmosis system 	 is 	 less than 20 psi
sentence_list_gw861l 	 talks_about 	 20-120 psi ( 138-827 kPa )
sentence_list_cn8d7c 	 talks_about 	 Where reverse osmosis water filtration system is connected to a cold water supply 40-60 psi minimum to reverse osmosis water filtration system ( 2.8 kgf/cm-4.2 kgf/cm, or less than 2-3 seconds to fill a cup of 7 oz capacity )
Where reverse osmosis water filtration system is connected to a cold water supply 40-60 psi minimum to reverse osmosis water filtration system ( 2.8 kgf/cm-4.2 kgf/cm, or less than 2-3 seconds to fill a cup of 7 oz capacity ) 	 talks_about 	 a cup of 7 oz capacity
Where reverse osmosis water filtration system is connected to a cold water supply 40-60 psi minimum to reverse osmosis water filtration system ( 2.8 kgf/cm-4.2 kgf/cm, or less than 2-3 seconds to fill a cup of 7 oz capacity ) 	 talks_about 	 less than 2-3 seconds
