OPERATION 	 description 	 steps before use
"['Ice is made in the automatic in-door icemaker and sent to the dispenser. The icemaker produces 70 - 182 cubes in a 24-hour period, depending on freezer compartment temperature, room temperature, number of door openings and other operating conditions.', 'It takes about 12 to 24 hours for a newly installed refrigerator to begin making ice.', 'Ice-making stops when the in-door ice bin is full. When full, the in-door ice bin holds approximately 6 to 8 (12-16 oz.) glasses of ice.', 'Foreign substances or frost on the ice-detecting sensor can interrupt ice production. Make sure the sensor area is clean at all times for proper operation.', 'To increase ice production, use the Ice Plus function. The function increases both ice making and freezing capabilities.'] "	 talks about 	" To increase ice production , use the Ice Plus function"
"['Ice is made in the automatic in-door icemaker and sent to the dispenser. The icemaker produces 70 - 182 cubes in a 24-hour period, depending on freezer compartment temperature, room temperature, number of door openings and other operating conditions.', 'It takes about 12 to 24 hours for a newly installed refrigerator to begin making ice.', 'Ice-making stops when the in-door ice bin is full. When full, the in-door ice bin holds approximately 6 to 8 (12-16 oz.) glasses of ice.', 'Foreign substances or frost on the ice-detecting sensor can interrupt ice production. Make sure the sensor area is clean at all times for proper operation.', 'To increase ice production, use the Ice Plus function. The function increases both ice making and freezing capabilities.'] "	 talks about 	 The function increases both ice making and freezing capabilities
"['Ice is made in the automatic in-door icemaker and sent to the dispenser. The icemaker produces 70 - 182 cubes in a 24-hour period, depending on freezer compartment temperature, room temperature, number of door openings and other operating conditions.', 'It takes about 12 to 24 hours for a newly installed refrigerator to begin making ice.', 'Ice-making stops when the in-door ice bin is full. When full, the in-door ice bin holds approximately 6 to 8 (12-16 oz.) glasses of ice.', 'Foreign substances or frost on the ice-detecting sensor can interrupt ice production. Make sure the sensor area is clean at all times for proper operation.', 'To increase ice production, use the Ice Plus function. The function increases both ice making and freezing capabilities.'] "	 talks about 	 Foreign substances or frost on the ice-detecting sensor can interrupt ice production
"['Ice is made in the automatic in-door icemaker and sent to the dispenser. The icemaker produces 70 - 182 cubes in a 24-hour period, depending on freezer compartment temperature, room temperature, number of door openings and other operating conditions.', 'It takes about 12 to 24 hours for a newly installed refrigerator to begin making ice.', 'Ice-making stops when the in-door ice bin is full. When full, the in-door ice bin holds approximately 6 to 8 (12-16 oz.) glasses of ice.', 'Foreign substances or frost on the ice-detecting sensor can interrupt ice production. Make sure the sensor area is clean at all times for proper operation.', 'To increase ice production, use the Ice Plus function. The function increases both ice making and freezing capabilities.'] "	 talks about 	" The icemaker produces 70-182 cubes in a 24-hour period , depending on freezer compartment temperature , room temperature , number of door openings and other operating conditions"
"['Ice is made in the automatic in-door icemaker and sent to the dispenser. The icemaker produces 70 - 182 cubes in a 24-hour period, depending on freezer compartment temperature, room temperature, number of door openings and other operating conditions.', 'It takes about 12 to 24 hours for a newly installed refrigerator to begin making ice.', 'Ice-making stops when the in-door ice bin is full. When full, the in-door ice bin holds approximately 6 to 8 (12-16 oz.) glasses of ice.', 'Foreign substances or frost on the ice-detecting sensor can interrupt ice production. Make sure the sensor area is clean at all times for proper operation.', 'To increase ice production, use the Ice Plus function. The function increases both ice making and freezing capabilities.'] "	 talks about 	 full
"['Ice is made in the automatic in-door icemaker and sent to the dispenser. The icemaker produces 70 - 182 cubes in a 24-hour period, depending on freezer compartment temperature, room temperature, number of door openings and other operating conditions.', 'It takes about 12 to 24 hours for a newly installed refrigerator to begin making ice.', 'Ice-making stops when the in-door ice bin is full. When full, the in-door ice bin holds approximately 6 to 8 (12-16 oz.) glasses of ice.', 'Foreign substances or frost on the ice-detecting sensor can interrupt ice production. Make sure the sensor area is clean at all times for proper operation.', 'To increase ice production, use the Ice Plus function. The function increases both ice making and freezing capabilities.'] "	 talks about 	 the in-door ice bin holds approximately 6 to 8 12-16 oz
"['Ice is made in the automatic in-door icemaker and sent to the dispenser. The icemaker produces 70 - 182 cubes in a 24-hour period, depending on freezer compartment temperature, room temperature, number of door openings and other operating conditions.', 'It takes about 12 to 24 hours for a newly installed refrigerator to begin making ice.', 'Ice-making stops when the in-door ice bin is full. When full, the in-door ice bin holds approximately 6 to 8 (12-16 oz.) glasses of ice.', 'Foreign substances or frost on the ice-detecting sensor can interrupt ice production. Make sure the sensor area is clean at all times for proper operation.', 'To increase ice production, use the Ice Plus function. The function increases both ice making and freezing capabilities.'] "	 talks about 	 glasses of ice
"['Ice is made in the automatic in-door icemaker and sent to the dispenser. The icemaker produces 70 - 182 cubes in a 24-hour period, depending on freezer compartment temperature, room temperature, number of door openings and other operating conditions.', 'It takes about 12 to 24 hours for a newly installed refrigerator to begin making ice.', 'Ice-making stops when the in-door ice bin is full. When full, the in-door ice bin holds approximately 6 to 8 (12-16 oz.) glasses of ice.', 'Foreign substances or frost on the ice-detecting sensor can interrupt ice production. Make sure the sensor area is clean at all times for proper operation.', 'To increase ice production, use the Ice Plus function. The function increases both ice making and freezing capabilities.'] "	 talks about 	 the sensor area is clean at all times for proper operation
"['Ice is made in the automatic in-door icemaker and sent to the dispenser. The icemaker produces 70 - 182 cubes in a 24-hour period, depending on freezer compartment temperature, room temperature, number of door openings and other operating conditions.', 'It takes about 12 to 24 hours for a newly installed refrigerator to begin making ice.', 'Ice-making stops when the in-door ice bin is full. When full, the in-door ice bin holds approximately 6 to 8 (12-16 oz.) glasses of ice.', 'Foreign substances or frost on the ice-detecting sensor can interrupt ice production. Make sure the sensor area is clean at all times for proper operation.', 'To increase ice production, use the Ice Plus function. The function increases both ice making and freezing capabilities.'] "	 talks about 	 Make sure
"['Ice is made in the automatic in-door icemaker and sent to the dispenser. The icemaker produces 70 - 182 cubes in a 24-hour period, depending on freezer compartment temperature, room temperature, number of door openings and other operating conditions.', 'It takes about 12 to 24 hours for a newly installed refrigerator to begin making ice.', 'Ice-making stops when the in-door ice bin is full. When full, the in-door ice bin holds approximately 6 to 8 (12-16 oz.) glasses of ice.', 'Foreign substances or frost on the ice-detecting sensor can interrupt ice production. Make sure the sensor area is clean at all times for proper operation.', 'To increase ice production, use the Ice Plus function. The function increases both ice making and freezing capabilities.'] "	 talks about 	 Ice is made in the automatic in-door icemaker and sent to the dispenser
Ice-making stops 	 Condition 	 the in-door ice bin is full
the in-door ice bin is full 	 take action 	 Ice-making stops
the in-door ice bin holds approximately 6 to 8 12-16 oz 	 Condition 	 full
full 	 take action 	 the in-door ice bin holds approximately 6 to 8 12-16 oz
for a newly installed refrigerator to begin making ice 	 talks about 	 a newly installed refrigerator
for a newly installed refrigerator to begin making ice 	 talks about 	 ice
a newly installed refrigerator 	 making 	 ice
It takes about 12 to 24 hours 	 talks about 	 It
It takes about 12 to 24 hours 	 talks about 	 about 12 to 24 hours
It 	 takes 	 about 12 to 24 hours
the in-door ice bin is full 	 talks about 	 the in-door ice bin
the in-door ice bin is full 	 talks about 	 full
the in-door ice bin 	 is 	 full
"To increase ice production , use the Ice Plus function "	 talks about 	 To increase ice production
"To increase ice production , use the Ice Plus function "	 talks about 	 the Ice
To increase ice production 	 use 	 the Ice
The function increases both ice making and freezing capabilities 	 talks about 	 The function
The function increases both ice making and freezing capabilities 	 talks about 	 both ice
The function increases both ice making and freezing capabilities 	 talks about 	 The function
The function increases both ice making and freezing capabilities 	 talks about 	 freezing
The function increases both ice making and freezing capabilities 	 talks about 	 The function
The function increases both ice making and freezing capabilities 	 talks about 	 making
The function increases both ice making and freezing capabilities 	 talks about 	 The function
The function increases both ice making and freezing capabilities 	 talks about 	 capabilities
The function 	 increases 	 both ice
The function 	 increases 	 freezing
The function 	 increases both ice 	 making
The function 	 increases 	 capabilities
Foreign substances or frost on the ice-detecting sensor can interrupt ice production 	 talks about 	 Foreign substances or frost on the ice-detecting sensor
Foreign substances or frost on the ice-detecting sensor can interrupt ice production 	 talks about 	 ice production
Foreign substances or frost on the ice-detecting sensor 	 can interrupt 	 ice production
"The icemaker produces 70-182 cubes in a 24-hour period , depending on freezer compartment temperature , room temperature , number of door openings and other operating conditions "	 talks about 	 The icemaker
"The icemaker produces 70-182 cubes in a 24-hour period , depending on freezer compartment temperature , room temperature , number of door openings and other operating conditions "	 talks about 	 70-182 cubes
"The icemaker produces 70-182 cubes in a 24-hour period , depending on freezer compartment temperature , room temperature , number of door openings and other operating conditions "	 talks about 	 The icemaker
"The icemaker produces 70-182 cubes in a 24-hour period , depending on freezer compartment temperature , room temperature , number of door openings and other operating conditions "	 talks about 	" depending on freezer compartment temperature , room temperature , number of other operating conditions"
"The icemaker produces 70-182 cubes in a 24-hour period , depending on freezer compartment temperature , room temperature , number of door openings and other operating conditions "	 talks about 	 The icemaker
"The icemaker produces 70-182 cubes in a 24-hour period , depending on freezer compartment temperature , room temperature , number of door openings and other operating conditions "	 talks about 	 a 24 - hour period
"The icemaker produces 70-182 cubes in a 24-hour period , depending on freezer compartment temperature , room temperature , number of door openings and other operating conditions "	 talks about 	 The icemaker
"The icemaker produces 70-182 cubes in a 24-hour period , depending on freezer compartment temperature , room temperature , number of door openings and other operating conditions "	 talks about 	" depending on freezer compartment temperature , room temperature , number of door openings"
"The icemaker produces 70-182 cubes in a 24-hour period , depending on freezer compartment temperature , room temperature , number of door openings and other operating conditions "	 talks about 	 The icemaker
"The icemaker produces 70-182 cubes in a 24-hour period , depending on freezer compartment temperature , room temperature , number of door openings and other operating conditions "	 talks about 	 70 -182 cubes
The icemaker 	 produces 	 70-182 cubes
The icemaker 	 produces 70-182 cubes 	" depending on freezer compartment temperature , room temperature , number of other operating conditions"
The icemaker 	 produces 70-182 cubes in 	 a 24 - hour period
The icemaker 	 produces 70-182 cubes 	" depending on freezer compartment temperature , room temperature , number of door openings"
The icemaker 	 produces 	 70 -182 cubes
the in-door ice bin holds approximately 6 to 8 12-16 oz 	 talks about 	 bin
the in-door ice bin holds approximately 6 to 8 12-16 oz 	 talks about 	 approximately 6 to 8 12-16 oz
the in-door ice bin holds approximately 6 to 8 12-16 oz 	 talks about 	 bin
the in-door ice bin holds approximately 6 to 8 12-16 oz 	 talks about 	 the in-door ice
the in-door ice bin holds approximately 6 to 8 12-16 oz 	 talks about 	 bin
the in-door ice bin holds approximately 6 to 8 12-16 oz 	 talks about 	 approximately 6 to 8 12 -16 oz
bin 	 holds 	 approximately 6 to 8 12-16 oz
bin 	 holds approximately 6 to 8 12-16 oz 	 the in-door ice
bin 	 holds 	 approximately 6 to 8 12 -16 oz
the sensor area is clean at all times for proper operation 	 talks about 	 the sensor area
the sensor area is clean at all times for proper operation 	 talks about 	 clean
the sensor area is clean at all times for proper operation 	 talks about 	 the sensor area
the sensor area is clean at all times for proper operation 	 talks about 	 all times for proper operation
the sensor area 	 is 	 clean
the sensor area 	 is clean at 	 all times for proper operation
Ice is made in the automatic in-door icemaker and sent to the dispenser 	 talks about 	 Ice
Ice is made in the automatic in-door icemaker and sent to the dispenser 	 talks about 	 the dispenser
Ice is made in the automatic in-door icemaker and sent to the dispenser 	 talks about 	 Ice
Ice is made in the automatic in-door icemaker and sent to the dispenser 	 talks about 	 the automatic in-door icemaker
Ice 	 is sent to 	 the dispenser
Ice 	 is made in 	 the automatic in-door icemaker
"['Throw away the first bin full of ice after installation. This is also necessary if the refrigerator has not been used for a long time.The icemaker begins producing ice approximately 48 hours after the appliance is initially installed.', 'The sound of ice dropping into the ice bin is normal.', 'If the ice bin is completely filled with ice, ice production will stop.', 'The amount and shape of ice may vary according to the environment (ambient temperature around the appliance, frequency of the door being opened, amount of food stored in the appliance, water pressure, etc.).', 'In the event of a power outage, throw away the ice stored in the ice bin.', 'This automatic freezer icemaker produces 12 cubes at a time, 50-110 pieces within a 24 hour period if conditions are favorable. This amount may vary according to the environment (ambient temperature around the appliance, frequency of the door being opened, amount of food stored in the appliance, etc.).', 'Ice cubes which are stored in the ice bin for a long time may clump together and be difficult to separate. If this happens, empty the ice bin completely and clean it before reinstalling it.', 'The icemaker begins producing ice approximately 48 hours after the appliance is initially installed. The first batches of ice may not be round and clear.', 'Following installation or water filter replacement, the first few batches of ice may be semicircular or contain air bubbles.', 'If the water pressure is less than 20 psi (138 kPa) or a reverse osmosis system is used, the shape of the ice may vary.', 'The ice may look cloudy depending on the water quality in the installation location and the operating conditions.', 'Throw away any shards of ice you may find in the ice bin, as they may stick to the ice stored in the ice bin.', 'After a short term power outage, it will take longer to make the first batch of ice, and the ice may not be round. If the power will be out for a longer period, throw away the ice stored in the ice bin.', 'The Craft Ice icemaker produces 1 batch of round ice (3 pieces) at a time.', 'In 3 ICE mode (default setting), the Craft Ice icemaker produces 1 batch of round ice (3 pieces) about every 24 hours. In 6 ICE mode, the Craft Ice icemaker produces 2 batches of round ice (6 pieces total) in the same period.', 'For more ice, select the 6 ICE mode. For clearer ice, select the 3 ICE mode.', 'The time needed to make ice may vary according to operating conditions.', 'The ice bin stores 20 - 30 pieces of round ice.'] "	 talks about 	" For clearer ice , select the 3 ICE mode"
"['Throw away the first bin full of ice after installation. This is also necessary if the refrigerator has not been used for a long time.The icemaker begins producing ice approximately 48 hours after the appliance is initially installed.', 'The sound of ice dropping into the ice bin is normal.', 'If the ice bin is completely filled with ice, ice production will stop.', 'The amount and shape of ice may vary according to the environment (ambient temperature around the appliance, frequency of the door being opened, amount of food stored in the appliance, water pressure, etc.).', 'In the event of a power outage, throw away the ice stored in the ice bin.', 'This automatic freezer icemaker produces 12 cubes at a time, 50-110 pieces within a 24 hour period if conditions are favorable. This amount may vary according to the environment (ambient temperature around the appliance, frequency of the door being opened, amount of food stored in the appliance, etc.).', 'Ice cubes which are stored in the ice bin for a long time may clump together and be difficult to separate. If this happens, empty the ice bin completely and clean it before reinstalling it.', 'The icemaker begins producing ice approximately 48 hours after the appliance is initially installed. The first batches of ice may not be round and clear.', 'Following installation or water filter replacement, the first few batches of ice may be semicircular or contain air bubbles.', 'If the water pressure is less than 20 psi (138 kPa) or a reverse osmosis system is used, the shape of the ice may vary.', 'The ice may look cloudy depending on the water quality in the installation location and the operating conditions.', 'Throw away any shards of ice you may find in the ice bin, as they may stick to the ice stored in the ice bin.', 'After a short term power outage, it will take longer to make the first batch of ice, and the ice may not be round. If the power will be out for a longer period, throw away the ice stored in the ice bin.', 'The Craft Ice icemaker produces 1 batch of round ice (3 pieces) at a time.', 'In 3 ICE mode (default setting), the Craft Ice icemaker produces 1 batch of round ice (3 pieces) about every 24 hours. In 6 ICE mode, the Craft Ice icemaker produces 2 batches of round ice (6 pieces total) in the same period.', 'For more ice, select the 6 ICE mode. For clearer ice, select the 3 ICE mode.', 'The time needed to make ice may vary according to operating conditions.', 'The ice bin stores 20 - 30 pieces of round ice.'] "	 talks about 	 approximately 48 hours the appliance is initially installed
"['Throw away the first bin full of ice after installation. This is also necessary if the refrigerator has not been used for a long time.The icemaker begins producing ice approximately 48 hours after the appliance is initially installed.', 'The sound of ice dropping into the ice bin is normal.', 'If the ice bin is completely filled with ice, ice production will stop.', 'The amount and shape of ice may vary according to the environment (ambient temperature around the appliance, frequency of the door being opened, amount of food stored in the appliance, water pressure, etc.).', 'In the event of a power outage, throw away the ice stored in the ice bin.', 'This automatic freezer icemaker produces 12 cubes at a time, 50-110 pieces within a 24 hour period if conditions are favorable. This amount may vary according to the environment (ambient temperature around the appliance, frequency of the door being opened, amount of food stored in the appliance, etc.).', 'Ice cubes which are stored in the ice bin for a long time may clump together and be difficult to separate. If this happens, empty the ice bin completely and clean it before reinstalling it.', 'The icemaker begins producing ice approximately 48 hours after the appliance is initially installed. The first batches of ice may not be round and clear.', 'Following installation or water filter replacement, the first few batches of ice may be semicircular or contain air bubbles.', 'If the water pressure is less than 20 psi (138 kPa) or a reverse osmosis system is used, the shape of the ice may vary.', 'The ice may look cloudy depending on the water quality in the installation location and the operating conditions.', 'Throw away any shards of ice you may find in the ice bin, as they may stick to the ice stored in the ice bin.', 'After a short term power outage, it will take longer to make the first batch of ice, and the ice may not be round. If the power will be out for a longer period, throw away the ice stored in the ice bin.', 'The Craft Ice icemaker produces 1 batch of round ice (3 pieces) at a time.', 'In 3 ICE mode (default setting), the Craft Ice icemaker produces 1 batch of round ice (3 pieces) about every 24 hours. In 6 ICE mode, the Craft Ice icemaker produces 2 batches of round ice (6 pieces total) in the same period.', 'For more ice, select the 6 ICE mode. For clearer ice, select the 3 ICE mode.', 'The time needed to make ice may vary according to operating conditions.', 'The ice bin stores 20 - 30 pieces of round ice.'] "	 talks about 	 The icemaker begins producing ice
"['Throw away the first bin full of ice after installation. This is also necessary if the refrigerator has not been used for a long time.The icemaker begins producing ice approximately 48 hours after the appliance is initially installed.', 'The sound of ice dropping into the ice bin is normal.', 'If the ice bin is completely filled with ice, ice production will stop.', 'The amount and shape of ice may vary according to the environment (ambient temperature around the appliance, frequency of the door being opened, amount of food stored in the appliance, water pressure, etc.).', 'In the event of a power outage, throw away the ice stored in the ice bin.', 'This automatic freezer icemaker produces 12 cubes at a time, 50-110 pieces within a 24 hour period if conditions are favorable. This amount may vary according to the environment (ambient temperature around the appliance, frequency of the door being opened, amount of food stored in the appliance, etc.).', 'Ice cubes which are stored in the ice bin for a long time may clump together and be difficult to separate. If this happens, empty the ice bin completely and clean it before reinstalling it.', 'The icemaker begins producing ice approximately 48 hours after the appliance is initially installed. The first batches of ice may not be round and clear.', 'Following installation or water filter replacement, the first few batches of ice may be semicircular or contain air bubbles.', 'If the water pressure is less than 20 psi (138 kPa) or a reverse osmosis system is used, the shape of the ice may vary.', 'The ice may look cloudy depending on the water quality in the installation location and the operating conditions.', 'Throw away any shards of ice you may find in the ice bin, as they may stick to the ice stored in the ice bin.', 'After a short term power outage, it will take longer to make the first batch of ice, and the ice may not be round. If the power will be out for a longer period, throw away the ice stored in the ice bin.', 'The Craft Ice icemaker produces 1 batch of round ice (3 pieces) at a time.', 'In 3 ICE mode (default setting), the Craft Ice icemaker produces 1 batch of round ice (3 pieces) about every 24 hours. In 6 ICE mode, the Craft Ice icemaker produces 2 batches of round ice (6 pieces total) in the same period.', 'For more ice, select the 6 ICE mode. For clearer ice, select the 3 ICE mode.', 'The time needed to make ice may vary according to operating conditions.', 'The ice bin stores 20 - 30 pieces of round ice.'] "	 talks about 	" In 6 ICE mode , the Craft Ice icemaker produces 2 batches of round ice 6 pieces total in the same period"
"['Throw away the first bin full of ice after installation. This is also necessary if the refrigerator has not been used for a long time.The icemaker begins producing ice approximately 48 hours after the appliance is initially installed.', 'The sound of ice dropping into the ice bin is normal.', 'If the ice bin is completely filled with ice, ice production will stop.', 'The amount and shape of ice may vary according to the environment (ambient temperature around the appliance, frequency of the door being opened, amount of food stored in the appliance, water pressure, etc.).', 'In the event of a power outage, throw away the ice stored in the ice bin.', 'This automatic freezer icemaker produces 12 cubes at a time, 50-110 pieces within a 24 hour period if conditions are favorable. This amount may vary according to the environment (ambient temperature around the appliance, frequency of the door being opened, amount of food stored in the appliance, etc.).', 'Ice cubes which are stored in the ice bin for a long time may clump together and be difficult to separate. If this happens, empty the ice bin completely and clean it before reinstalling it.', 'The icemaker begins producing ice approximately 48 hours after the appliance is initially installed. The first batches of ice may not be round and clear.', 'Following installation or water filter replacement, the first few batches of ice may be semicircular or contain air bubbles.', 'If the water pressure is less than 20 psi (138 kPa) or a reverse osmosis system is used, the shape of the ice may vary.', 'The ice may look cloudy depending on the water quality in the installation location and the operating conditions.', 'Throw away any shards of ice you may find in the ice bin, as they may stick to the ice stored in the ice bin.', 'After a short term power outage, it will take longer to make the first batch of ice, and the ice may not be round. If the power will be out for a longer period, throw away the ice stored in the ice bin.', 'The Craft Ice icemaker produces 1 batch of round ice (3 pieces) at a time.', 'In 3 ICE mode (default setting), the Craft Ice icemaker produces 1 batch of round ice (3 pieces) about every 24 hours. In 6 ICE mode, the Craft Ice icemaker produces 2 batches of round ice (6 pieces total) in the same period.', 'For more ice, select the 6 ICE mode. For clearer ice, select the 3 ICE mode.', 'The time needed to make ice may vary according to operating conditions.', 'The ice bin stores 20 - 30 pieces of round ice.'] "	 talks about 	 this happens
"['Throw away the first bin full of ice after installation. This is also necessary if the refrigerator has not been used for a long time.The icemaker begins producing ice approximately 48 hours after the appliance is initially installed.', 'The sound of ice dropping into the ice bin is normal.', 'If the ice bin is completely filled with ice, ice production will stop.', 'The amount and shape of ice may vary according to the environment (ambient temperature around the appliance, frequency of the door being opened, amount of food stored in the appliance, water pressure, etc.).', 'In the event of a power outage, throw away the ice stored in the ice bin.', 'This automatic freezer icemaker produces 12 cubes at a time, 50-110 pieces within a 24 hour period if conditions are favorable. This amount may vary according to the environment (ambient temperature around the appliance, frequency of the door being opened, amount of food stored in the appliance, etc.).', 'Ice cubes which are stored in the ice bin for a long time may clump together and be difficult to separate. If this happens, empty the ice bin completely and clean it before reinstalling it.', 'The icemaker begins producing ice approximately 48 hours after the appliance is initially installed. The first batches of ice may not be round and clear.', 'Following installation or water filter replacement, the first few batches of ice may be semicircular or contain air bubbles.', 'If the water pressure is less than 20 psi (138 kPa) or a reverse osmosis system is used, the shape of the ice may vary.', 'The ice may look cloudy depending on the water quality in the installation location and the operating conditions.', 'Throw away any shards of ice you may find in the ice bin, as they may stick to the ice stored in the ice bin.', 'After a short term power outage, it will take longer to make the first batch of ice, and the ice may not be round. If the power will be out for a longer period, throw away the ice stored in the ice bin.', 'The Craft Ice icemaker produces 1 batch of round ice (3 pieces) at a time.', 'In 3 ICE mode (default setting), the Craft Ice icemaker produces 1 batch of round ice (3 pieces) about every 24 hours. In 6 ICE mode, the Craft Ice icemaker produces 2 batches of round ice (6 pieces total) in the same period.', 'For more ice, select the 6 ICE mode. For clearer ice, select the 3 ICE mode.', 'The time needed to make ice may vary according to operating conditions.', 'The ice bin stores 20 - 30 pieces of round ice.'] "	 talks about 	 empty the ice bin completely and clean it before reinstalling it
"['Throw away the first bin full of ice after installation. This is also necessary if the refrigerator has not been used for a long time.The icemaker begins producing ice approximately 48 hours after the appliance is initially installed.', 'The sound of ice dropping into the ice bin is normal.', 'If the ice bin is completely filled with ice, ice production will stop.', 'The amount and shape of ice may vary according to the environment (ambient temperature around the appliance, frequency of the door being opened, amount of food stored in the appliance, water pressure, etc.).', 'In the event of a power outage, throw away the ice stored in the ice bin.', 'This automatic freezer icemaker produces 12 cubes at a time, 50-110 pieces within a 24 hour period if conditions are favorable. This amount may vary according to the environment (ambient temperature around the appliance, frequency of the door being opened, amount of food stored in the appliance, etc.).', 'Ice cubes which are stored in the ice bin for a long time may clump together and be difficult to separate. If this happens, empty the ice bin completely and clean it before reinstalling it.', 'The icemaker begins producing ice approximately 48 hours after the appliance is initially installed. The first batches of ice may not be round and clear.', 'Following installation or water filter replacement, the first few batches of ice may be semicircular or contain air bubbles.', 'If the water pressure is less than 20 psi (138 kPa) or a reverse osmosis system is used, the shape of the ice may vary.', 'The ice may look cloudy depending on the water quality in the installation location and the operating conditions.', 'Throw away any shards of ice you may find in the ice bin, as they may stick to the ice stored in the ice bin.', 'After a short term power outage, it will take longer to make the first batch of ice, and the ice may not be round. If the power will be out for a longer period, throw away the ice stored in the ice bin.', 'The Craft Ice icemaker produces 1 batch of round ice (3 pieces) at a time.', 'In 3 ICE mode (default setting), the Craft Ice icemaker produces 1 batch of round ice (3 pieces) about every 24 hours. In 6 ICE mode, the Craft Ice icemaker produces 2 batches of round ice (6 pieces total) in the same period.', 'For more ice, select the 6 ICE mode. For clearer ice, select the 3 ICE mode.', 'The time needed to make ice may vary according to operating conditions.', 'The ice bin stores 20 - 30 pieces of round ice.'] "	 talks about 	 The Craft Ice icemaker produces 1 batch of round ice 3 pieces at a time
"['Throw away the first bin full of ice after installation. This is also necessary if the refrigerator has not been used for a long time.The icemaker begins producing ice approximately 48 hours after the appliance is initially installed.', 'The sound of ice dropping into the ice bin is normal.', 'If the ice bin is completely filled with ice, ice production will stop.', 'The amount and shape of ice may vary according to the environment (ambient temperature around the appliance, frequency of the door being opened, amount of food stored in the appliance, water pressure, etc.).', 'In the event of a power outage, throw away the ice stored in the ice bin.', 'This automatic freezer icemaker produces 12 cubes at a time, 50-110 pieces within a 24 hour period if conditions are favorable. This amount may vary according to the environment (ambient temperature around the appliance, frequency of the door being opened, amount of food stored in the appliance, etc.).', 'Ice cubes which are stored in the ice bin for a long time may clump together and be difficult to separate. If this happens, empty the ice bin completely and clean it before reinstalling it.', 'The icemaker begins producing ice approximately 48 hours after the appliance is initially installed. The first batches of ice may not be round and clear.', 'Following installation or water filter replacement, the first few batches of ice may be semicircular or contain air bubbles.', 'If the water pressure is less than 20 psi (138 kPa) or a reverse osmosis system is used, the shape of the ice may vary.', 'The ice may look cloudy depending on the water quality in the installation location and the operating conditions.', 'Throw away any shards of ice you may find in the ice bin, as they may stick to the ice stored in the ice bin.', 'After a short term power outage, it will take longer to make the first batch of ice, and the ice may not be round. If the power will be out for a longer period, throw away the ice stored in the ice bin.', 'The Craft Ice icemaker produces 1 batch of round ice (3 pieces) at a time.', 'In 3 ICE mode (default setting), the Craft Ice icemaker produces 1 batch of round ice (3 pieces) about every 24 hours. In 6 ICE mode, the Craft Ice icemaker produces 2 batches of round ice (6 pieces total) in the same period.', 'For more ice, select the 6 ICE mode. For clearer ice, select the 3 ICE mode.', 'The time needed to make ice may vary according to operating conditions.', 'The ice bin stores 20 - 30 pieces of round ice.'] "	 talks about 	 The sound of ice dropping into the ice bin is normal
"['Throw away the first bin full of ice after installation. This is also necessary if the refrigerator has not been used for a long time.The icemaker begins producing ice approximately 48 hours after the appliance is initially installed.', 'The sound of ice dropping into the ice bin is normal.', 'If the ice bin is completely filled with ice, ice production will stop.', 'The amount and shape of ice may vary according to the environment (ambient temperature around the appliance, frequency of the door being opened, amount of food stored in the appliance, water pressure, etc.).', 'In the event of a power outage, throw away the ice stored in the ice bin.', 'This automatic freezer icemaker produces 12 cubes at a time, 50-110 pieces within a 24 hour period if conditions are favorable. This amount may vary according to the environment (ambient temperature around the appliance, frequency of the door being opened, amount of food stored in the appliance, etc.).', 'Ice cubes which are stored in the ice bin for a long time may clump together and be difficult to separate. If this happens, empty the ice bin completely and clean it before reinstalling it.', 'The icemaker begins producing ice approximately 48 hours after the appliance is initially installed. The first batches of ice may not be round and clear.', 'Following installation or water filter replacement, the first few batches of ice may be semicircular or contain air bubbles.', 'If the water pressure is less than 20 psi (138 kPa) or a reverse osmosis system is used, the shape of the ice may vary.', 'The ice may look cloudy depending on the water quality in the installation location and the operating conditions.', 'Throw away any shards of ice you may find in the ice bin, as they may stick to the ice stored in the ice bin.', 'After a short term power outage, it will take longer to make the first batch of ice, and the ice may not be round. If the power will be out for a longer period, throw away the ice stored in the ice bin.', 'The Craft Ice icemaker produces 1 batch of round ice (3 pieces) at a time.', 'In 3 ICE mode (default setting), the Craft Ice icemaker produces 1 batch of round ice (3 pieces) about every 24 hours. In 6 ICE mode, the Craft Ice icemaker produces 2 batches of round ice (6 pieces total) in the same period.', 'For more ice, select the 6 ICE mode. For clearer ice, select the 3 ICE mode.', 'The time needed to make ice may vary according to operating conditions.', 'The ice bin stores 20 - 30 pieces of round ice.'] "	 talks about 	 The ice may look cloudy depending on the water quality in the installation location and the operating conditions
